"","Age","Marital_Status","Dependents","Education_Level","Employment_Type","Years_Employed","Housing_Status","Annual_Income","Credit_History_Length","Debt_to_Income_Ratio","Loan_Amount","Loan_Term","Interest_Rate","Purpose","Credit_Score","Credit_Utilization","Num_Past_Due_Payments","Num_Credit_Cards","Has_Mortgage","Savings_Account_Balance","Checking_Account_Balance","Past_Default","Co_Signer","Loan_Default"
"311",37,"Married",3,"Bachelor","Salaried",16,"Mortgage",104530,19,0.54,44735,36,9.72,"Home_Improvement",843,0.268,0,6,"Yes",8780,12250,"No","No","No"
"312",30,"Single",2,"Master","Salaried",9,"Mortgage",193852,12,0.489,92003,48,10.38,"Auto",793,0.465,0,11,"Yes",39444,12383,"No","Yes","No"
"313",28,"Married",4,"Bachelor","Salaried",7,"Mortgage",126272,10,0.623,17521,18,9.33,"Home_Improvement",780,0.446,0,5,"Yes",12165,4186,"No","No","Yes"
"314",32,"Married",4,"Other","Self_Employed",13,"Mortgage",115640,14,0.9,100948,24,12.05,"Business",808,0.597,0,7,"Yes",9978,4768,"No","No","No"
"315",44,"Single",2,"HighSchool","Salaried",23,"Mortgage",106601,25,0.532,41152,84,14.16,"Debt_Consolidation",828,0.286,0,6,"Yes",3403,35472,"No","No","No"
"316",34,"Married",2,"Bachelor","Self_Employed",12,"Mortgage",113046,16,0.517,17328,24,11.44,"Credit_Card",696,0.587,0,7,"Yes",10693,7468,"Yes","No","No"
"317",30,"Single",1,"PhD","Salaried",7,"Own",157086,12,0.202,28495,24,9.66,"Credit_Card",788,0.565,0,6,"No",9586,8831,"No","No","No"
"318",40,"Married",0,"HighSchool","Salaried",22,"Rent",84078,22,0.729,40505,36,10.04,"Auto",829,0.328,0,2,"Yes",3655,2814,"No","No","No"
"319",26,"Married",2,"Bachelor","Student",0,"Mortgage",48967,4,0.68,10969,36,11.41,"Credit_Card",712,0.819,0,0,"Yes",1357,612,"No","No","Yes"
"320",48,"Married",1,"Master","Self_Employed",27,"Own",126306,30,0.7,107958,24,11.04,"Business",783,0.583,0,10,"No",12670,5726,"No","No","No"
"321",33,"Single",1,"HighSchool","Self_Employed",14,"Mortgage",76622,15,0.31,26777,48,12.66,"Home_Improvement",677,0.565,0,5,"No",14159,6235,"No","Yes","No"
"322",40,"Single",0,"Bachelor","Salaried",18,"Mortgage",179219,22,0.339,64316,60,10.61,"Debt_Consolidation",850,0.232,0,8,"Yes",21321,11725,"No","No","No"
"323",39,"Married",2,"HighSchool","Self_Employed",18,"Mortgage",60939,21,0.907,29009,36,10.46,"Auto",830,0.504,0,3,"Yes",1268,5578,"No","No","No"
"324",38,"Single",0,"HighSchool","Salaried",18,"Own",110012,20,0.629,52918,36,9.21,"Education",849,0.365,0,8,"Yes",2552,11410,"No","No","No"
"325",56,"Single",0,"HighSchool","Self_Employed",37,"Mortgage",122464,38,0.57,65190,36,9.82,"Home_Improvement",765,0.415,0,8,"Yes",15577,47686,"No","No","No"
"326",30,"Married",2,"Bachelor","Salaried",12,"Mortgage",128132,12,0.366,50548,36,9.63,"Debt_Consolidation",850,0.427,0,6,"Yes",29615,9612,"No","Yes","No"
"327",49,"Married",2,"Bachelor","Salaried",29,"Mortgage",147419,31,0.437,57560,36,10.13,"Debt_Consolidation",850,0.136,0,10,"Yes",16877,4281,"No","No","No"
"328",38,"Married",2,"HighSchool","Salaried",17,"Mortgage",61834,20,0.351,34008,24,8.98,"Debt_Consolidation",820,0.609,0,1,"No",12362,2383,"No","No","No"
"329",30,"Married",3,"Other","Salaried",9,"Mortgage",58035,12,0.72,34716,36,10.31,"Home_Improvement",815,0.14,0,4,"Yes",4578,3139,"No","Yes","No"
"330",37,"Married",2,"Other","Salaried",19,"Own",120862,19,0.716,66062,72,13.06,"Auto",850,0.456,0,5,"Yes",2264,10542,"No","Yes","No"
"331",45,"Divorced",3,"Bachelor","Unemployed",2,"Mortgage",21257,8,0.286,3823,36,12.57,"Credit_Card",687,0.838,0,2,"No",678,961,"No","No","Yes"
"332",34,"Single",0,"PhD","Salaried",9,"Own",132145,11,0.431,28820,48,11,"Debt_Consolidation",841,0.709,0,5,"Yes",10327,9174,"No","Yes","No"
"333",30,"Married",5,"Bachelor","Salaried",11,"Own",127167,12,0.246,47367,48,14.22,"Business",714,0.497,0,5,"No",6517,22171,"No","No","No"
"334",40,"Divorced",2,"Bachelor","Salaried",22,"Rent",59788,22,0.313,20619,60,12.72,"Debt_Consolidation",850,0.172,0,6,"No",4031,3282,"No","No","No"
"335",48,"Married",3,"HighSchool","Salaried",27,"Own",81203,30,0.625,34116,36,10.16,"Education",840,0.278,0,7,"Yes",2611,2941,"No","No","No"
"336",37,"Married",1,"Master","Salaried",18,"Mortgage",146870,19,0.352,45231,18,9.87,"Home_Improvement",830,0.407,0,8,"No",52910,32868,"No","No","No"
"337",24,"Widowed",1,"Bachelor","Salaried",5,"Own",80004,6,0.421,24220,18,9.33,"Home_Improvement",749,0.246,0,10,"No",6252,13206,"No","No","Yes"
"338",25,"Divorced",1,"PhD","Salaried",1,"Mortgage",118082,3,0.471,36141,36,10.09,"Personal",849,0.415,0,5,"Yes",5999,19097,"No","No","No"
"339",30,"Married",2,"Master","Self_Employed",10,"Own",113087,12,0.495,30040,36,8.46,"Credit_Card",849,0.188,0,5,"Yes",8057,7359,"No","No","No"
"340",33,"Divorced",2,"HighSchool","Unemployed",0,"Own",35079,4,0.324,8311,18,10.23,"Personal",728,0.688,1,0,"No",1600,831,"No","No","No"
"341",38,"Married",2,"Bachelor","Self_Employed",17,"Mortgage",95604,20,0.571,63029,60,13.3,"Business",796,0.37,1,10,"Yes",16718,5674,"No","No","No"
"342",45,"Single",2,"Bachelor","Unemployed",1,"Mortgage",45180,4,0.373,34709,72,15.57,"Auto",692,0.235,0,5,"No",13061,1203,"No","No","No"
"343",34,"Single",0,"Master","Self_Employed",14,"Mortgage",123608,16,0.544,16347,24,8.89,"Debt_Consolidation",801,0.233,0,12,"Yes",3600,25198,"No","Yes","No"
"344",27,"Single",0,"Master","Salaried",5,"Own",121938,8,0.666,34996,24,10.62,"Credit_Card",776,0.314,0,4,"Yes",5936,2944,"No","No","No"
"345",44,"Single",0,"HighSchool","Self_Employed",24,"Own",57043,26,0.588,12519,24,9.78,"Medical",789,0.455,0,6,"No",8566,5989,"No","No","No"
"346",41,"Divorced",0,"Bachelor","Unemployed",1,"Own",22623,4,0.337,10457,24,11.91,"Debt_Consolidation",678,0.437,3,6,"No",715,3827,"No","Yes","Yes"
"347",50,"Married",1,"HighSchool","Salaried",31,"Mortgage",147436,32,0.383,33312,60,12.79,"Debt_Consolidation",839,0.367,0,6,"Yes",14585,13771,"No","No","No"
"348",21,"Married",0,"HighSchool","Student",1,"Mortgage",27833,3,0.746,16641,36,11.42,"Business",810,0.241,0,2,"Yes",382,3170,"No","Yes","Yes"
"349",39,"Married",3,"Master","Salaried",19,"Mortgage",125058,21,0.828,26522,24,10.08,"Vacation",797,0.726,0,8,"Yes",22218,18804,"No","Yes","No"
"350",52,"Married",2,"Master","Salaried",34,"Mortgage",92760,34,0.728,23581,12,10.08,"Debt_Consolidation",837,0.471,0,5,"Yes",62141,3123,"No","No","No"
"351",45,"Divorced",2,"PhD","Salaried",26,"Mortgage",127781,27,0.675,36870,48,11.41,"Home_Improvement",811,0.307,0,3,"Yes",4807,9928,"No","No","No"
"352",30,"Married",4,"Bachelor","Self_Employed",10,"Rent",89431,12,0.365,49343,60,10.63,"Auto",799,0.369,0,8,"No",157376,18628,"No","No","No"
"353",45,"Married",0,"Bachelor","Salaried",24,"Mortgage",72012,27,0.732,33420,60,11.02,"Auto",802,0.544,1,4,"Yes",75382,6677,"No","No","No"
"354",29,"Married",1,"Bachelor","Salaried",8,"Mortgage",117073,11,0.314,37266,36,8.56,"Education",850,0.072,0,8,"No",809,8521,"No","No","No"
"355",33,"Single",2,"Bachelor","Salaried",10,"Own",96520,13,0.168,33823,60,11.25,"Education",775,0.142,0,5,"No",24385,4302,"No","No","No"
"356",50,"Single",2,"HighSchool","Self_Employed",31,"Mortgage",148623,32,0.349,69015,60,11.19,"Auto",825,0.194,0,5,"No",17243,3344,"No","No","No"
"357",35,"Single",2,"Bachelor","Salaried",13,"Mortgage",84260,17,0.866,24961,24,10.07,"Debt_Consolidation",771,0.627,0,8,"Yes",6015,4025,"No","Yes","No"
"358",46,"Single",0,"HighSchool","Salaried",25,"Mortgage",104655,28,0.904,44427,12,9.63,"Home_Improvement",850,0.351,0,5,"Yes",19687,42966,"No","No","No"
"359",35,"Single",2,"Other","Self_Employed",15,"Own",100147,17,0.448,88237,48,13.98,"Business",826,0.588,0,4,"No",2931,1215,"No","No","No"
"360",22,"Single",1,"Master","Salaried",1,"Own",87291,3,0.305,23222,36,9.44,"Debt_Consolidation",804,0.297,0,7,"No",40495,2190,"No","Yes","No"
"361",30,"Single",0,"HighSchool","Unemployed",1,"Rent",22852,5,0.616,6854,18,12.42,"Home_Improvement",634,0.871,2,1,"No",895,4167,"No","No","Yes"
"362",27,"Married",2,"Bachelor","Self_Employed",3,"Mortgage",121250,9,0.771,74546,36,9.19,"Education",805,0.697,0,5,"Yes",8449,3886,"No","Yes","No"
"363",33,"Single",0,"Bachelor","Student",0,"Mortgage",23199,5,0.185,4793,36,13.49,"Debt_Consolidation",647,0.506,1,3,"No",148,6510,"No","No","No"
"364",35,"Single",1,"Other","Salaried",15,"Mortgage",100280,17,0.511,60771,36,8.87,"Home_Improvement",850,0.14,0,11,"Yes",911,2820,"No","No","No"
"365",36,"Married",1,"Bachelor","Salaried",14,"Mortgage",81468,18,0.501,22103,36,9.16,"Home_Improvement",850,0.353,0,4,"Yes",4195,12693,"No","No","No"
"366",36,"Separated",2,"Bachelor","Salaried",15,"Mortgage",125959,18,0.622,66975,48,11.75,"Education",705,0.124,0,8,"Yes",1283,12832,"Yes","No","No"
"367",57,"Single",0,"Master","Salaried",35,"Mortgage",191229,39,0.531,40207,24,10.08,"Credit_Card",850,0.097,0,5,"Yes",74826,15895,"No","No","No"
"368",24,"Married",1,"HighSchool","Student",1,"Rent",13689,5,0.406,5656,24,9.99,"Debt_Consolidation",749,0.244,0,2,"No",266,2156,"No","No","No"
"369",34,"Married",1,"HighSchool","Salaried",12,"Rent",97906,16,0.376,26044,60,13.19,"Home_Improvement",722,0.628,0,7,"No",42737,4929,"No","Yes","No"
"370",41,"Divorced",0,"Bachelor","Salaried",21,"Own",76104,23,0.46,15220,48,11.99,"Medical",820,0.462,0,7,"Yes",4503,9000,"No","No","No"
"371",54,"Single",0,"HighSchool","Salaried",31,"Mortgage",48515,34,0.585,16949,18,8.81,"Home_Improvement",799,0.714,1,1,"Yes",2230,3679,"No","No","No"
"372",39,"Single",0,"HighSchool","Unemployed",2,"Own",23703,5,0.16,6058,36,11.39,"Debt_Consolidation",721,0.378,0,0,"No",618,2120,"No","No","Yes"
"373",50,"Married",0,"HighSchool","Unemployed",0,"Own",35481,2,0.474,18169,24,9.99,"Education",684,0.385,2,2,"No",1352,2716,"No","No","No"
"374",22,"Single",0,"Master","Student",1,"Own",48067,4,0.28,14601,24,11.3,"Education",727,0.162,0,3,"No",1061,6003,"No","Yes","No"
"375",52,"Single",0,"Bachelor","Salaried",30,"Mortgage",234601,34,0.593,64698,84,13.98,"Debt_Consolidation",830,0.358,0,14,"Yes",36091,13284,"No","No","No"
"376",31,"Married",2,"HighSchool","Self_Employed",11,"Own",46589,13,0.95,25465,36,14.37,"Business",704,0.94,0,3,"Yes",1379,1157,"No","Yes","No"
"377",35,"Married",1,"HighSchool","Unemployed",2,"Rent",23333,6,0.203,11796,48,9.81,"Education",751,0.495,1,3,"No",112,2143,"No","No","No"
"378",27,"Single",2,"Bachelor","Salaried",5,"Other",54763,9,0.843,28264,12,12.07,"Business",823,0.444,0,4,"No",7512,1704,"No","No","No"
"379",39,"Married",2,"Bachelor","Salaried",20,"Own",48473,21,0.339,29580,48,11.24,"Home_Improvement",758,0.794,0,4,"No",22413,5688,"No","No","No"
"380",56,"Single",0,"Other","Salaried",36,"Own",63956,38,0.58,9770,48,9.49,"Debt_Consolidation",754,0.886,1,2,"Yes",31374,8626,"No","No","No"
"381",62,"Married",2,"Master","Retired",0,"Own",110413,5,0.502,30816,18,10.25,"Medical",743,0.415,0,13,"Yes",29585,4936,"No","No","No"
"382",27,"Single",0,"Bachelor","Salaried",5,"Mortgage",103503,8,0.562,30256,12,9.5,"Home_Improvement",793,0.664,0,3,"No",7889,6272,"No","Yes","No"
"383",43,"Married",3,"Bachelor","Student",1,"Own",32600,8,0.593,17941,24,12.39,"Business",738,0.256,1,3,"No",3699,4600,"No","Yes","No"
"384",52,"Divorced",1,"Bachelor","Salaried",30,"Mortgage",133029,33,0.661,53341,36,10.69,"Credit_Card",765,0.043,0,10,"Yes",57427,7473,"No","No","No"
"385",36,"Single",0,"Master","Salaried",14,"Mortgage",115916,18,0.543,124032,48,12.38,"Education",850,0.375,0,6,"Yes",24866,30773,"No","No","No"
"386",36,"Single",0,"Bachelor","Salaried",18,"Mortgage",134802,18,0.447,28686,36,10.34,"Home_Improvement",850,0.28,0,4,"No",1120,6960,"No","No","No"
"387",35,"Single",0,"HighSchool","Salaried",10,"Mortgage",91323,17,0.69,23339,36,8.21,"Home_Improvement",790,0.716,0,2,"Yes",8497,5027,"No","No","No"
"388",44,"Single",2,"Master","Salaried",22,"Own",201890,26,0.337,63108,60,12.93,"Debt_Consolidation",758,0.532,0,14,"No",6959,21529,"No","No","No"
"389",52,"Single",2,"Other","Salaried",33,"Own",97037,34,0.715,15374,12,10.92,"Vacation",779,0.54,0,6,"Yes",25307,3111,"No","Yes","No"
"390",45,"Divorced",1,"Bachelor","Salaried",19,"Own",127511,23,0.579,38642,48,11.19,"Auto",829,0.511,0,8,"Yes",11807,10733,"No","No","No"
"391",41,"Single",0,"Bachelor","Salaried",17,"Rent",85949,22,0.183,48423,72,12.24,"Education",820,0.437,0,5,"No",18200,1486,"No","No","No"
"392",35,"Single",1,"HighSchool","Salaried",12,"Mortgage",41739,17,0.377,23362,60,12.16,"Debt_Consolidation",795,0.407,4,2,"No",6005,3513,"No","No","No"
"393",43,"Single",1,"Master","Salaried",22,"Own",115727,25,0.731,69958,36,8.89,"Auto",850,0.294,0,9,"Yes",27662,54435,"No","Yes","No"
"394",33,"Married",1,"Master","Self_Employed",14,"Rent",71630,15,0.305,26012,60,10.27,"Auto",774,0.355,0,5,"No",3312,3513,"No","No","No"
"395",35,"Single",0,"Master","Salaried",16,"Mortgage",133257,17,0.495,44145,48,13.04,"Business",837,0.348,0,6,"Yes",12719,23752,"No","No","No"
"396",49,"Married",0,"PhD","Salaried",27,"Own",185901,31,0.601,111522,60,11.66,"Home_Improvement",838,0.306,0,6,"Yes",177040,24267,"No","No","No"
"397",42,"Divorced",3,"HighSchool","Self_Employed",23,"Mortgage",86052,24,0.598,24178,48,10.91,"Medical",835,0.489,0,8,"Yes",4541,8535,"No","Yes","No"
"398",40,"Single",0,"Bachelor","Salaried",18,"Own",112889,22,0.686,29024,48,10,"Auto",786,0.515,0,8,"Yes",41877,4261,"No","No","No"
"399",35,"Married",3,"Bachelor","Unemployed",1,"Mortgage",28883,3,0.55,12779,12,12.84,"Home_Improvement",641,0.553,1,3,"No",1988,3080,"No","Yes","No"
"400",47,"Married",1,"Master","Salaried",27,"Mortgage",130924,29,0.709,22225,48,12.47,"Medical",782,0.499,1,11,"Yes",20194,10003,"No","Yes","No"
"401",51,"Single",0,"Bachelor","Salaried",32,"Own",197102,33,0.297,42171,36,11.04,"Credit_Card",810,0.502,0,7,"Yes",45067,10939,"No","No","No"
"402",29,"Married",1,"Master","Salaried",10,"Own",120044,11,0.776,91871,36,12.4,"Business",796,0.139,0,5,"Yes",18801,5645,"No","No","No"
"403",39,"Single",1,"Bachelor","Salaried",18,"Other",67279,20,0.844,28009,48,9.84,"Auto",794,0.364,0,6,"Yes",18917,12288,"No","No","No"
"404",38,"Married",3,"Bachelor","Retired",0,"Mortgage",31988,7,0.406,10907,12,8.26,"Debt_Consolidation",788,0.264,1,3,"No",2457,4285,"No","No","No"
"405",32,"Single",2,"Bachelor","Salaried",11,"Mortgage",82040,14,0.514,29703,24,8.92,"Auto",850,0.171,0,5,"Yes",85620,2278,"No","No","No"
"406",28,"Married",2,"Master","Unemployed",1,"Mortgage",73061,5,0.762,37269,24,9.21,"Auto",842,0.122,0,3,"Yes",3986,7370,"No","Yes","No"
"407",38,"Married",3,"Bachelor","Self_Employed",19,"Own",82098,20,0.397,14268,36,9.99,"Debt_Consolidation",760,0.613,0,5,"No",1841,12820,"No","No","No"
"408",45,"Single",2,"Bachelor","Salaried",26,"Own",110432,27,0.793,21549,24,10.52,"Credit_Card",850,0.541,0,7,"Yes",8392,10043,"No","No","No"
"409",53,"Widowed",0,"Bachelor","Self_Employed",35,"Own",104827,35,0.656,57033,36,9.71,"Debt_Consolidation",776,0.403,0,4,"Yes",22028,15767,"No","No","No"
"410",21,"Married",1,"HighSchool","Salaried",2,"Mortgage",83855,3,0.57,29959,18,10.8,"Education",850,0.086,0,4,"Yes",2821,12112,"No","Yes","No"
"411",31,"Married",2,"PhD","Salaried",13,"Mortgage",165497,13,0.66,102876,36,10.25,"Education",817,0.311,0,9,"Yes",12314,29239,"No","Yes","No"
"412",35,"Married",1,"Bachelor","Salaried",15,"Own",80206,17,0.684,19814,36,12.02,"Home_Improvement",822,0.5,0,9,"Yes",2374,5400,"No","No","No"
"413",21,"Single",1,"HighSchool","Student",1,"Mortgage",24134,3,0.294,5366,48,12.49,"Debt_Consolidation",689,0.592,1,1,"No",3420,948,"No","Yes","No"
"414",30,"Married",5,"HighSchool","Self_Employed",12,"Mortgage",66207,12,0.57,51215,24,11.97,"Business",796,0.326,0,1,"No",5867,5043,"No","No","No"
"415",30,"Single",0,"Bachelor","Salaried",10,"Mortgage",158783,12,0.563,78239,48,13.85,"Business",835,0.694,0,6,"Yes",9981,11168,"No","No","No"
"416",31,"Single",1,"Bachelor","Salaried",7,"Mortgage",129505,11,0.886,64413,12,10.94,"Credit_Card",843,0.083,0,7,"Yes",3691,27599,"No","No","No"
"417",21,"Married",0,"Master","Unemployed",0,"Rent",42187,3,0.231,8938,48,11,"Debt_Consolidation",716,0.429,0,6,"No",2669,6410,"No","Yes","No"
"418",40,"Single",1,"Master","Salaried",21,"Own",136115,22,0.505,80772,24,10.77,"Home_Improvement",810,0.311,0,7,"Yes",2363,20942,"No","No","No"
"419",32,"Single",0,"Master","Salaried",12,"Own",80556,14,0.437,45890,24,9.8,"Education",818,0.227,0,4,"No",20693,2189,"No","No","No"
"420",53,"Single",0,"PhD","Salaried",31,"Own",228322,35,0.141,46590,48,11.33,"Credit_Card",818,0.111,0,4,"No",29077,14816,"No","Yes","No"
"421",46,"Single",0,"HighSchool","Self_Employed",23,"Own",61332,28,0.568,43621,48,11.43,"Education",808,0.58,0,5,"Yes",11456,6786,"No","No","No"
"422",23,"Married",1,"Bachelor","Salaried",2,"Mortgage",84662,5,0.251,49638,48,11.88,"Home_Improvement",712,0.289,0,4,"No",10166,4556,"No","No","Yes"
"423",39,"Married",1,"Bachelor","Self_Employed",19,"Own",88982,21,0.571,24055,36,9.04,"Home_Improvement",850,0.219,0,5,"Yes",3139,6541,"No","No","No"
"424",32,"Single",2,"Master","Self_Employed",13,"Mortgage",87810,14,0.433,29609,18,10.07,"Credit_Card",791,0.126,0,4,"Yes",1161,4932,"No","Yes","No"
"425",47,"Divorced",1,"Master","Self_Employed",28,"Own",154267,29,0.294,27323,24,11.21,"Credit_Card",716,0.757,0,9,"No",89373,15979,"No","No","No"
"426",39,"Divorced",1,"Bachelor","Salaried",21,"Own",84022,21,0.508,34338,24,9.9,"Education",754,0.546,0,8,"No",1091,9019,"No","No","No"
"427",32,"Married",3,"Master","Salaried",12,"Own",198971,14,0.95,125545,48,10.8,"Home_Improvement",733,0.48,0,12,"Yes",22097,8325,"No","Yes","No"
"428",42,"Married",3,"Master","Salaried",19,"Mortgage",183561,24,0.583,28226,36,10.67,"Credit_Card",850,0.433,1,12,"Yes",4323,11954,"No","Yes","Yes"
"429",40,"Single",1,"HighSchool","Salaried",19,"Other",71630,22,0.281,54254,60,12.09,"Auto",815,0.352,0,2,"No",3617,4021,"No","No","No"
"430",36,"Single",1,"Bachelor","Salaried",17,"Own",146199,18,0.232,67518,36,11.27,"Debt_Consolidation",834,0.346,0,4,"No",8952,22631,"No","No","No"
"431",58,"Married",2,"PhD","Salaried",39,"Mortgage",176035,40,0.369,30622,36,10.12,"Personal",822,0.661,1,15,"Yes",7255,26007,"No","No","No"
"432",33,"Single",1,"Master","Self_Employed",14,"Mortgage",48553,15,0.19,10895,24,10.34,"Credit_Card",782,0.237,1,3,"No",2429,3709,"No","No","No"
"433",33,"Married",1,"PhD","Salaried",15,"Mortgage",162617,15,0.95,137607,48,13.53,"Business",813,0.215,0,15,"Yes",35360,18761,"No","No","No"
"434",23,"Single",0,"Master","Salaried",5,"Own",117472,5,0.281,61382,48,11.33,"Auto",701,0.785,0,3,"No",8087,2296,"No","No","No"
"435",38,"Married",4,"Bachelor","Salaried",20,"Rent",75624,20,0.192,41340,60,10.63,"Auto",784,0.297,0,2,"No",14166,10514,"No","No","No"
"436",47,"Divorced",0,"Bachelor","Salaried",20,"Own",113386,24,0.697,47450,36,11,"Debt_Consolidation",771,0.534,0,9,"Yes",13193,13818,"No","No","No"
"437",21,"Married",3,"HighSchool","Student",0,"Own",22760,3,0.366,16183,60,11.08,"Auto",759,0.199,0,3,"No",488,718,"No","Yes","No"
"438",35,"Divorced",2,"Bachelor","Student",1,"Rent",22644,9,0.546,7493,12,11.53,"Medical",830,0.319,0,2,"No",476,4722,"No","No","No"
"439",26,"Single",1,"Bachelor","Salaried",5,"Mortgage",87944,8,0.18,17813,36,9.89,"Credit_Card",775,0.18,0,3,"No",1805,7419,"No","No","No"
"440",52,"Married",0,"Master","Salaried",30,"Other",190055,33,0.606,76139,48,10.83,"Debt_Consolidation",836,0.348,1,13,"Yes",475900,7026,"No","No","No"
"441",52,"Married",1,"HighSchool","Salaried",31,"Own",75526,33,0.192,12678,18,11.26,"Credit_Card",837,0.559,0,5,"No",49952,22941,"No","No","No"
"442",41,"Single",1,"Master","Unemployed",0,"Rent",43439,6,0.174,8806,24,12.7,"Credit_Card",605,0.9,2,1,"No",19718,2596,"No","No","Yes"
"443",52,"Married",2,"HighSchool","Unemployed",2,"Other",36904,5,0.232,17627,36,9.07,"Home_Improvement",745,0.107,0,3,"No",2022,6901,"No","No","No"
"444",29,"Married",2,"Bachelor","Salaried",9,"Own",84849,11,0.445,50990,84,12.99,"Education",735,0.621,1,9,"No",49024,7406,"No","No","No"
"445",48,"Single",0,"HighSchool","Salaried",27,"Mortgage",56918,29,0.323,10374,12,10.16,"Credit_Card",749,0.754,1,3,"No",2369,3939,"No","No","No"
"446",32,"Married",3,"HighSchool","Salaried",10,"Rent",89385,14,0.566,31139,60,10.2,"Auto",827,0.436,0,4,"Yes",11837,8515,"No","No","No"
"447",41,"Married",1,"PhD","Self_Employed",20,"Own",64535,23,0.443,33332,60,11.36,"Debt_Consolidation",850,0.249,0,9,"Yes",3231,11933,"No","No","No"
"448",35,"Single",0,"Bachelor","Salaried",15,"Mortgage",101924,17,0.515,46829,48,11.48,"Debt_Consolidation",814,0.606,0,4,"Yes",8731,8593,"No","Yes","No"
"449",35,"Married",0,"Bachelor","Self_Employed",14,"Own",101700,17,0.685,25904,18,10.45,"Debt_Consolidation",771,0.658,0,10,"Yes",5094,6907,"No","No","No"
"450",43,"Single",0,"Bachelor","Salaried",25,"Own",199874,25,0.512,83350,60,11.57,"Debt_Consolidation",809,0.483,0,8,"Yes",19905,12823,"No","No","No"
"451",25,"Married",2,"HighSchool","Self_Employed",1,"Mortgage",55634,6,0.268,14842,48,10.67,"Education",732,0.651,2,2,"No",1687,3268,"No","No","No"
"452",35,"Single",1,"HighSchool","Salaried",17,"Own",68128,17,0.494,16707,48,9.96,"Home_Improvement",793,0.43,0,1,"Yes",38675,6002,"No","No","No"
"453",40,"Divorced",0,"Master","Self_Employed",21,"Own",94748,22,0.48,52206,48,11.9,"Education",841,0.085,0,6,"Yes",29271,7837,"No","No","No"
"454",34,"Single",2,"PhD","Salaried",12,"Mortgage",114896,16,0.763,55634,84,17.23,"Business",773,0.352,0,2,"Yes",10993,7121,"No","Yes","No"
"455",39,"Married",2,"HighSchool","Salaried",18,"Own",75899,21,0.64,20808,24,10.75,"Credit_Card",798,0.313,0,4,"Yes",12935,5987,"No","Yes","Yes"
"456",35,"Married",2,"Master","Salaried",11,"Own",91698,17,0.499,16982,72,11.62,"Debt_Consolidation",773,0.151,0,6,"Yes",9664,11349,"No","No","No"
"457",54,"Married",1,"Bachelor","Salaried",35,"Mortgage",363456,36,0.534,69283,24,11.86,"Medical",811,0.481,0,10,"Yes",70539,45149,"No","Yes","No"
"458",45,"Married",2,"HighSchool","Salaried",27,"Mortgage",84236,27,0.483,18127,12,9.31,"Debt_Consolidation",820,0.179,0,6,"Yes",570,7574,"No","No","No"
"459",68,"Married",2,"HighSchool","Self_Employed",45,"Own",67221,47,0.703,65073,48,10.56,"Education",810,0.515,0,2,"Yes",18053,7163,"No","No","No"
"460",30,"Single",1,"Master","Self_Employed",7,"Mortgage",109910,10,0.623,35573,12,9.29,"Home_Improvement",850,0.425,0,7,"Yes",9449,17590,"No","Yes","No"
"461",46,"Single",1,"Bachelor","Salaried",23,"Own",265378,27,0.317,69346,84,12.31,"Debt_Consolidation",850,0.376,0,14,"Yes",14458,42088,"No","Yes","No"
"462",59,"Single",0,"Bachelor","Salaried",41,"Own",204526,41,0.294,89770,48,11.35,"Auto",850,0.235,0,11,"No",63058,3820,"No","No","No"
"463",41,"Married",3,"Bachelor","Salaried",23,"Own",215028,23,0.263,32148,72,14.15,"Debt_Consolidation",778,0.44,0,13,"No",47091,21357,"No","No","No"
"464",27,"Married",4,"Master","Unemployed",0,"Mortgage",36134,4,0.209,7233,36,12.39,"Vacation",684,0.479,0,4,"No",2209,4469,"No","Yes","No"
"465",28,"Married",1,"Bachelor","Salaried",10,"Own",83245,10,0.403,23547,18,9.06,"Home_Improvement",765,0.445,0,7,"No",2206,6188,"No","No","No"
"466",38,"Single",3,"Bachelor","Self_Employed",16,"Mortgage",71616,19,0.696,31335,18,11.06,"Debt_Consolidation",833,0.454,0,3,"Yes",4906,3560,"No","No","No"
"467",51,"Married",2,"Bachelor","Self_Employed",28,"Own",150175,33,0.835,86596,18,12.37,"Business",794,0.436,0,8,"Yes",20264,3714,"No","No","No"
"468",46,"Married",1,"Master","Salaried",27,"Own",180965,28,0.786,44406,48,11.8,"Debt_Consolidation",850,0.391,0,10,"Yes",68254,8037,"No","Yes","No"
"469",21,"Divorced",1,"Bachelor","Student",0,"Rent",34909,2,0.729,18243,18,10.68,"Personal",716,0.158,0,2,"Yes",2633,4584,"No","Yes","No"
"470",31,"Married",4,"Master","Salaried",12,"Mortgage",134824,13,0.334,47538,36,7.6,"Auto",756,0.069,0,7,"No",46845,6907,"No","No","No"
"471",38,"Divorced",0,"HighSchool","Salaried",15,"Mortgage",57866,20,0.458,32101,36,10.16,"Education",790,0.649,0,3,"No",21529,4218,"No","No","No"
"472",23,"Single",1,"Master","Student",1,"Other",35395,5,0.45,16798,72,12.59,"Auto",830,0.378,0,1,"No",3657,4236,"No","No","No"
"473",45,"Married",2,"Master","Salaried",26,"Mortgage",174967,27,0.381,97616,36,9.76,"Home_Improvement",783,0.34,0,8,"No",19567,8378,"No","No","No"
"474",21,"Married",2,"HighSchool","Self_Employed",0,"Mortgage",48923,3,0.431,21265,48,10.76,"Education",759,0.473,0,1,"Yes",1890,4015,"No","No","No"
