case:concept:name,concept:name,time:timestamp,human_resource,org:role,lifecycle:transition,concept:instance
1-729913690,Accepted,2012-04-23 16:11:16,Marcos,G96,start,i_177
1-729913690,Accepted,2012-04-23 16:11:16,Marcos,G96,complete,i_177
1-729913690,Accepted,2012-04-23 16:14:52,Marcos,G96,start,i_178
1-729913690,Accepted,2012-04-23 16:14:52,Marcos,G96,complete,i_178
1-729913690,Queued,2012-04-23 16:16:17,Marcos,L4 2nd,start,i_179
1-729913690,Queued,2012-04-23 16:16:17,Marcos,L4 2nd,complete,i_179
1-729913690,Accepted,2012-04-25 10:20:26,Michal,L4 2nd,start,i_180
1-729913690,Accepted,2012-04-25 10:20:26,Michal,L4 2nd,complete,i_180
1-729913690,Queued,2012-04-30 15:23:18,Michal,G97,start,i_181
1-729913690,Queued,2012-04-30 15:23:18,Michal,G97,complete,i_181
1-729913690,Accepted,2012-04-30 20:39:59,Eduardo,G97,start,i_182
1-729913690,Accepted,2012-04-30 20:39:59,Eduardo,G97,complete,i_182
1-729913690,Accepted,2012-04-30 20:43:13,Eduardo,G97,start,i_183
1-729913690,Accepted,2012-04-30 20:43:13,Eduardo,G97,complete,i_183
1-729913690,Accepted,2012-04-30 20:49:49,Andre,G97,start,i_184
1-729913690,Accepted,2012-04-30 20:49:49,Andre,G97,complete,i_184
1-729913690,Accepted,2012-04-30 20:49:58,Andre,G97,start,i_185
1-729913690,Accepted,2012-04-30 20:49:58,Andre,G97,complete,i_185
1-729913690,Accepted,2012-05-01 14:13:49,Andre,G97,start,i_186
1-729913690,Accepted,2012-05-01 14:13:49,Andre,G97,complete,i_186
1-729913690,Completed,2012-05-01 21:02:19,Andre,G97,start,i_187
1-729913690,Completed,2012-05-01 21:02:19,Andre,G97,complete,i_187
1-729913690,Completed,2012-05-08 23:14:45,Siebel,G97,start,i_188
1-729913690,Completed,2012-05-08 23:14:45,Siebel,G97,complete,i_188
1-730084493,Accepted,2012-04-23 22:08:39,Victor,S37,start,i_189
1-730084493,Accepted,2012-04-23 22:08:39,Victor,S37,complete,i_189
1-730084493,Accepted,2012-04-23 22:09:23,Victor,S37,start,i_190
1-730084493,Accepted,2012-04-23 22:09:23,Victor,S37,complete,i_190
1-730084493,Queued,2012-04-23 22:14:27,Victor,G49,start,i_191
1-730084493,Queued,2012-04-23 22:14:27,Victor,G49,complete,i_191
1-730084493,Accepted,2012-04-23 22:17:15,Dennis,G49,start,i_192
1-730084493,Accepted,2012-04-23 22:17:15,Dennis,G49,complete,i_192
1-730084493,Accepted,2012-04-23 22:18:08,Dennis,G49,start,i_193
1-730084493,Accepted,2012-04-23 22:18:08,Dennis,G49,complete,i_193
1-730084493,Accepted,2012-04-23 22:39:19,Dennis,G49,start,i_194
1-730084493,Accepted,2012-04-23 22:39:19,Dennis,G49,complete,i_194
1-730084493,Accepted,2012-04-24 04:42:41,Dennis,G49,start,i_195
1-730084493,Accepted,2012-04-24 04:42:41,Dennis,G49,complete,i_195
1-730084493,Accepted,2012-05-02 10:55:40,Anna,G49,start,i_196
1-730084493,Accepted,2012-05-02 10:55:40,Anna,G49,complete,i_196
1-730084493,Completed,2012-05-02 10:57:08,Anna,G49,start,i_197
1-730084493,Completed,2012-05-02 10:57:08,Anna,G49,complete,i_197
1-730084493,Completed,2012-05-09 23:18:23,Siebel,G49,start,i_198
1-730084493,Completed,2012-05-09 23:18:23,Siebel,G49,complete,i_198
1-730641578,Accepted,2012-04-24 09:49:24,Frank,S37,start,i_199
1-730641578,Accepted,2012-04-24 09:49:24,Frank,S37,complete,i_199
1-730641578,Accepted,2012-04-24 09:57:05,Frank,S37,start,i_200
1-730641578,Accepted,2012-04-24 09:57:05,Frank,S37,complete,i_200
1-730641578,Queued,2012-04-24 10:02:34,Frank,G97,start,i_201
1-730641578,Queued,2012-04-24 10:02:34,Frank,G97,complete,i_201
1-730641578,Accepted,2012-04-28 02:25:45,Per,G97,start,i_202
1-730641578,Accepted,2012-04-28 02:25:45,Per,G97,complete,i_202
1-730641578,Queued,2012-04-28 02:25:49,Per,G97,start,i_203
1-730641578,Queued,2012-04-28 02:25:49,Per,G97,complete,i_203
1-730641578,Accepted,2012-04-30 09:56:32,Krzysztof,G97,start,i_204
1-730641578,Accepted,2012-04-30 09:56:32,Krzysztof,G97,complete,i_204
1-730641578,Accepted,2012-04-30 09:56:41,Krzysztof,G97,start,i_205
1-730641578,Accepted,2012-04-30 09:56:41,Krzysztof,G97,complete,i_205
1-730641578,Accepted,2012-04-30 10:16:09,Cezary,G97,start,i_206
1-730641578,Accepted,2012-04-30 10:16:09,Cezary,G97,complete,i_206
1-730641578,Accepted,2012-04-30 10:16:13,Cezary,G97,start,i_207
1-730641578,Accepted,2012-04-30 10:16:13,Cezary,G97,complete,i_207
1-730641578,Accepted,2012-05-01 10:19:26,Cezary,G97,start,i_208
1-730641578,Accepted,2012-05-01 10:19:26,Cezary,G97,complete,i_208
1-730641578,Accepted,2012-05-07 12:20:58,Jadwiga,G97,start,i_209
1-730641578,Accepted,2012-05-07 12:20:58,Jadwiga,G97,complete,i_209
1-730641578,Accepted,2012-05-07 12:21:07,Jadwiga,G97,start,i_210
1-730641578,Accepted,2012-05-07 12:21:07,Jadwiga,G97,complete,i_210
1-730641578,Accepted,2012-05-07 13:46:14,Marika,G97,start,i_211
1-730641578,Accepted,2012-05-07 13:46:14,Marika,G97,complete,i_211
1-730641578,Accepted,2012-05-07 13:47:57,Marika,G97,start,i_212
1-730641578,Accepted,2012-05-07 13:47:57,Marika,G97,complete,i_212
1-730641578,Accepted,2012-05-08 07:28:05,Marika,G97,start,i_213
1-730641578,Accepted,2012-05-08 07:28:05,Marika,G97,complete,i_213
1-730641578,Accepted,2012-05-08 07:31:37,Marika,G97,start,i_214
1-730641578,Accepted,2012-05-08 07:31:37,Marika,G97,complete,i_214
1-730641578,Accepted,2012-05-08 10:13:48,Marika,G97,start,i_215
1-730641578,Accepted,2012-05-08 10:13:48,Marika,G97,complete,i_215
1-730641578,Completed,2012-05-08 10:14:30,Marika,G97,start,i_216
1-730641578,Completed,2012-05-08 10:14:30,Marika,G97,complete,i_216
1-730641578,Completed,2012-05-08 23:14:38,Siebel,G97,start,i_217
1-730641578,Completed,2012-05-08 23:14:38,Siebel,G97,complete,i_217
1-730692155,Accepted,2012-04-24 09:33:37,Noel,G96,start,i_218
1-730692155,Accepted,2012-04-24 09:33:37,Noel,G96,complete,i_218
1-730692155,Accepted,2012-04-24 09:34:35,Noel,G96,start,i_219
1-730692155,Accepted,2012-04-24 09:34:35,Noel,G96,complete,i_219
1-730692155,Accepted,2012-04-24 13:59:35,Noel,G96,start,i_220
1-730692155,Accepted,2012-04-24 13:59:35,Noel,G96,complete,i_220
1-730692155,Queued,2012-04-24 14:01:23,Noel,G230 2nd,start,i_221
1-730692155,Queued,2012-04-24 14:01:23,Noel,G230 2nd,complete,i_221
1-730692155,Accepted,2012-04-24 14:04:51,Ashok,G230 2nd,start,i_222
1-730692155,Accepted,2012-04-24 14:04:51,Ashok,G230 2nd,complete,i_222
1-730692155,Queued,2012-04-24 14:24:58,Ashok,G97,start,i_223
1-730692155,Queued,2012-04-24 14:24:58,Ashok,G97,complete,i_223
1-730692155,Accepted,2012-04-28 02:19:12,Per,G97,start,i_224
1-730692155,Accepted,2012-04-28 02:19:12,Per,G97,complete,i_224
1-730692155,Queued,2012-04-28 02:19:16,Per,G97,start,i_225
1-730692155,Queued,2012-04-28 02:19:16,Per,G97,complete,i_225
1-730692155,Accepted,2012-04-30 09:45:50,Krzysztof,G97,start,i_226
1-730692155,Accepted,2012-04-30 09:45:50,Krzysztof,G97,complete,i_226
1-730692155,Accepted,2012-04-30 09:45:56,Krzysztof,G97,start,i_227
1-730692155,Accepted,2012-04-30 09:45:56,Krzysztof,G97,complete,i_227
1-730692155,Accepted,2012-04-30 09:56:13,Pawel,G97,start,i_228
1-730692155,Accepted,2012-04-30 09:56:13,Pawel,G97,complete,i_228
1-730692155,Queued,2012-04-30 09:57:05,Pawel,G230 2nd,start,i_229
1-730692155,Queued,2012-04-30 09:57:05,Pawel,G230 2nd,complete,i_229
1-730692155,Accepted,2012-04-30 10:05:38,Aneesh V,G230 2nd,start,i_230
1-730692155,Accepted,2012-04-30 10:05:38,Aneesh V,G230 2nd,complete,i_230
1-730692155,Accepted,2012-04-30 10:06:00,Aneesh V,G230 2nd,start,i_231
1-730692155,Accepted,2012-04-30 10:06:00,Aneesh V,G230 2nd,complete,i_231
1-730692155,Accepted,2012-04-30 11:41:06,Sudindran,G230 2nd,start,i_232
1-730692155,Accepted,2012-04-30 11:41:06,Sudindran,G230 2nd,complete,i_232
1-730692155,Accepted,2012-04-30 11:43:39,Sudindran,G230 2nd,start,i_233
1-730692155,Accepted,2012-04-30 11:43:39,Sudindran,G230 2nd,complete,i_233
1-730692155,Accepted,2012-05-02 13:45:53,Sudindran,G230 2nd,start,i_234
1-730692155,Accepted,2012-05-02 13:45:53,Sudindran,G230 2nd,complete,i_234
1-730692155,Completed,2012-05-02 13:46:01,Sudindran,G230 2nd,start,i_235
1-730692155,Completed,2012-05-02 13:46:01,Sudindran,G230 2nd,complete,i_235
1-730692155,Completed,2012-05-02 23:15:54,Siebel,G230 2nd,start,i_236
1-730692155,Completed,2012-05-02 23:15:54,Siebel,G230 2nd,complete,i_236
1-731382414,Accepted,2012-04-25 05:42:18,Akiko,S35 2nd,start,i_237
1-731382414,Accepted,2012-04-25 05:42:18,Akiko,S35 2nd,complete,i_237
1-731382414,Accepted,2012-04-25 05:43:10,Akiko,S35 2nd,start,i_238
1-731382414,Accepted,2012-04-25 05:43:10,Akiko,S35 2nd,complete,i_238
1-731382414,Accepted,2012-04-25 05:44:21,Akiko,S35 2nd,start,i_239
1-731382414,Accepted,2012-04-25 05:44:21,Akiko,S35 2nd,complete,i_239
1-731382414,Completed,2012-05-08 02:10:47,Akiko,S35 2nd,start,i_240
1-731382414,Completed,2012-05-08 02:10:47,Akiko,S35 2nd,complete,i_240
1-731382414,Completed,2012-05-08 23:14:31,Siebel,S35 2nd,start,i_241
1-731382414,Completed,2012-05-08 23:14:31,Siebel,S35 2nd,complete,i_241
1-733254575,Accepted,2012-04-26 13:22:13,Pawel,G97,start,i_242
1-733254575,Accepted,2012-04-26 13:22:13,Pawel,G97,complete,i_242
1-733254575,Accepted,2012-04-26 13:22:23,Pawel,G97,start,i_243
1-733254575,Accepted,2012-04-26 13:22:23,Pawel,G97,complete,i_243
1-733254575,Queued,2012-04-26 13:30:49,Pawel,G97,start,i_244
1-733254575,Queued,2012-04-26 13:30:49,Pawel,G97,complete,i_244
1-733254575,Accepted,2012-04-28 01:59:36,Per,G97,start,i_245
1-733254575,Accepted,2012-04-28 01:59:36,Per,G97,complete,i_245
1-733254575,Queued,2012-04-28 01:59:43,Per,G97,start,i_246
1-733254575,Queued,2012-04-28 01:59:43,Per,G97,complete,i_246
1-733254575,Accepted,2012-05-01 12:30:32,Krzysztof,G97,start,i_247
1-733254575,Accepted,2012-05-01 12:30:32,Krzysztof,G97,complete,i_247
1-733254575,Queued,2012-05-01 12:30:49,Krzysztof,G22 2nd,start,i_248
1-733254575,Queued,2012-05-01 12:30:49,Krzysztof,G22 2nd,complete,i_248
1-733254575,Accepted,2012-05-02 10:35:50,Sahana,G22 2nd,start,i_249
1-733254575,Accepted,2012-05-02 10:35:50,Sahana,G22 2nd,complete,i_249
1-733254575,Accepted,2012-05-02 10:40:30,Sahana,G22 2nd,start,i_250
1-733254575,Accepted,2012-05-02 10:40:30,Sahana,G22 2nd,complete,i_250
1-733254575,Completed,2012-05-02 11:45:37,Sahana,G22 2nd,start,i_251
1-733254575,Completed,2012-05-02 11:45:37,Sahana,G22 2nd,complete,i_251
1-733254575,Completed,2012-05-09 23:17:28,Siebel,G22 2nd,start,i_252
1-733254575,Completed,2012-05-09 23:17:28,Siebel,G22 2nd,complete,i_252
1-733368557,Accepted,2012-04-26 15:45:05,Paul,D2,start,i_253
1-733368557,Accepted,2012-04-26 15:45:05,Paul,D2,complete,i_253
1-733368557,Accepted,2012-04-26 15:45:48,Paul,D2,start,i_254
1-733368557,Accepted,2012-04-26 15:45:48,Paul,D2,complete,i_254
1-733368557,Accepted,2012-04-26 16:01:45,Paul,D2,start,i_255
1-733368557,Accepted,2012-04-26 16:01:45,Paul,D2,complete,i_255
1-733368557,Accepted,2012-04-29 15:46:59,Siebel,D2,start,i_256
1-733368557,Accepted,2012-04-29 15:46:59,Siebel,D2,complete,i_256
1-733368557,Completed,2012-05-03 11:20:02,Paul,D2,start,i_257
1-733368557,Completed,2012-05-03 11:20:02,Paul,D2,complete,i_257
1-733368557,Completed,2012-05-03 23:11:55,Siebel,D2,start,i_258
1-733368557,Completed,2012-05-03 23:11:55,Siebel,D2,complete,i_258
1-734847634,Accepted,2012-04-27 10:04:59,Urszula,G97,start,i_259
1-734847634,Accepted,2012-04-27 10:04:59,Urszula,G97,complete,i_259
1-734847634,Accepted,2012-04-27 10:05:32,Urszula,G97,start,i_260
1-734847634,Accepted,2012-04-27 10:05:32,Urszula,G97,complete,i_260
1-734847634,Queued,2012-04-27 10:06:34,Urszula,G305 2nd,start,i_261
1-734847634,Queued,2012-04-27 10:06:34,Urszula,G305 2nd,complete,i_261
1-734847634,Accepted,2012-04-27 14:59:53,Jonatas,G305 2nd,start,i_262
1-734847634,Accepted,2012-04-27 14:59:53,Jonatas,G305 2nd,complete,i_262
1-734847634,Completed,2012-05-08 17:08:04,Jonatas,G305 2nd,start,i_263
1-734847634,Completed,2012-05-08 17:08:04,Jonatas,G305 2nd,complete,i_263
1-734847634,Completed,2012-05-15 23:20:42,Siebel,G305 2nd,start,i_264
1-734847634,Completed,2012-05-15 23:20:42,Siebel,G305 2nd,complete,i_264
1-734973777,Accepted,2012-04-27 13:01:12,Diego,D3,start,i_265
1-734973777,Accepted,2012-04-27 13:01:12,Diego,D3,complete,i_265
1-734973777,Accepted,2012-04-27 13:03:08,Diego,D3,start,i_266
1-734973777,Accepted,2012-04-27 13:03:08,Diego,D3,complete,i_266
1-734973777,Queued,2012-04-27 13:19:28,Diego,A14,start,i_267
1-734973777,Queued,2012-04-27 13:19:28,Diego,A14,complete,i_267
1-734973777,Accepted,2012-04-27 19:00:31,Partner,A14,start,i_268
1-734973777,Accepted,2012-04-27 19:00:31,Partner,A14,complete,i_268
1-734973777,Queued,2012-04-27 19:01:44,Partner,N19 2nd,start,i_269
1-734973777,Queued,2012-04-27 19:01:44,Partner,N19 2nd,complete,i_269
1-734973777,Accepted,2012-04-30 06:27:06,Sverre,N19 2nd,start,i_270
1-734973777,Accepted,2012-04-30 06:27:06,Sverre,N19 2nd,complete,i_270
1-734973777,Queued,2012-04-30 06:38:28,Sverre,A14,start,i_271
1-734973777,Queued,2012-04-30 06:38:28,Sverre,A14,complete,i_271
1-734973777,Accepted,2012-05-02 09:56:46,Partner,A14,start,i_272
1-734973777,Accepted,2012-05-02 09:56:46,Partner,A14,complete,i_272
1-734973777,Queued,2012-05-02 09:57:10,Partner,D3,start,i_273
1-734973777,Queued,2012-05-02 09:57:10,Partner,D3,complete,i_273
1-734973777,Accepted,2012-05-02 11:23:30,Magali,D3,start,i_274
1-734973777,Accepted,2012-05-02 11:23:30,Magali,D3,complete,i_274
1-734973777,Accepted,2012-05-02 11:23:48,Magali,D3,start,i_275
1-734973777,Accepted,2012-05-02 11:23:48,Magali,D3,complete,i_275
1-734973777,Accepted,2012-05-02 13:06:38,Diego,D3,start,i_276
1-734973777,Accepted,2012-05-02 13:06:38,Diego,D3,complete,i_276
1-734973777,Accepted,2012-05-02 13:13:48,Diego,D3,start,i_277
1-734973777,Accepted,2012-05-02 13:13:48,Diego,D3,complete,i_277
1-734973777,Completed,2012-05-02 13:34:46,Diego,D3,start,i_278
1-734973777,Completed,2012-05-02 13:34:46,Diego,D3,complete,i_278
1-734973777,Completed,2012-05-02 23:08:35,Siebel,D3,start,i_279
1-734973777,Completed,2012-05-02 23:08:35,Siebel,D3,complete,i_279
1-735224038,Accepted,2012-04-27 19:58:52,Patricia,G96,start,i_280
1-735224038,Accepted,2012-04-27 19:58:52,Patricia,G96,complete,i_280
1-735224038,Accepted,2012-04-27 19:59:42,Patricia,G96,start,i_281
1-735224038,Accepted,2012-04-27 19:59:42,Patricia,G96,complete,i_281
1-735224038,Accepted,2012-04-27 20:09:37,Patricia,G96,start,i_282
1-735224038,Accepted,2012-04-27 20:09:37,Patricia,G96,complete,i_282
1-735224038,Accepted,2012-04-27 20:10:38,Patricia,G96,start,i_283
1-735224038,Accepted,2012-04-27 20:10:38,Patricia,G96,complete,i_283
1-735224038,Queued,2012-04-27 20:14:01,Patricia,G236 2nd,start,i_284
1-735224038,Queued,2012-04-27 20:14:01,Patricia,G236 2nd,complete,i_284
1-735224038,Accepted,2012-04-30 06:15:24,Pushkar,G236 2nd,start,i_285
1-735224038,Accepted,2012-04-30 06:15:24,Pushkar,G236 2nd,complete,i_285
1-735224038,Queued,2012-04-30 08:53:57,Pushkar,G97,start,i_286
1-735224038,Queued,2012-04-30 08:53:57,Pushkar,G97,complete,i_286
1-735224038,Accepted,2012-04-30 20:06:13,Eduardo,G97,start,i_287
1-735224038,Accepted,2012-04-30 20:06:13,Eduardo,G97,complete,i_287
1-735224038,Accepted,2012-04-30 20:08:25,Eduardo,G97,start,i_288
1-735224038,Accepted,2012-04-30 20:08:25,Eduardo,G97,complete,i_288
1-735224038,Accepted,2012-05-02 15:34:46,Patricia,G97,start,i_289
1-735224038,Accepted,2012-05-02 15:34:46,Patricia,G97,complete,i_289
1-735224038,Accepted,2012-05-02 15:50:39,Patricia,G97,start,i_290
1-735224038,Accepted,2012-05-02 15:50:39,Patricia,G97,complete,i_290
1-735224038,Completed,2012-05-02 21:10:05,Patricia,G97,start,i_291
1-735224038,Completed,2012-05-02 21:10:05,Patricia,G97,complete,i_291
1-735224038,Completed,2012-05-02 23:08:07,Siebel,G97,start,i_292
1-735224038,Completed,2012-05-02 23:08:07,Siebel,G97,complete,i_292
1-736541581,Accepted,2012-04-30 12:23:00,Andre,G97,start,i_293
1-736541581,Accepted,2012-04-30 12:23:00,Andre,G97,complete,i_293
1-736541581,Accepted,2012-04-30 12:23:39,Andre,G97,start,i_294
1-736541581,Accepted,2012-04-30 12:23:39,Andre,G97,complete,i_294
1-736541581,Queued,2012-04-30 12:39:02,Andre,G77,start,i_295
1-736541581,Queued,2012-04-30 12:39:02,Andre,G77,complete,i_295
1-736541581,Accepted,2012-04-30 13:13:21,Krushna,G77,start,i_296
1-736541581,Accepted,2012-04-30 13:13:21,Krushna,G77,complete,i_296
1-736541581,Queued,2012-04-30 13:17:47,Krushna,G48 2nd,start,i_297
1-736541581,Queued,2012-04-30 13:17:47,Krushna,G48 2nd,complete,i_297
1-736541581,Accepted,2012-05-02 10:18:34,Mikael,G48 2nd,start,i_298
1-736541581,Accepted,2012-05-02 10:18:34,Mikael,G48 2nd,complete,i_298
1-736541581,Queued,2012-05-02 10:21:20,Mikael,G73,start,i_299
1-736541581,Queued,2012-05-02 10:21:20,Mikael,G73,complete,i_299
1-736541581,Accepted,2012-05-02 10:41:24,Tanvi,G73,start,i_300
1-736541581,Accepted,2012-05-02 10:41:24,Tanvi,G73,complete,i_300
1-736541581,Accepted,2012-05-02 10:41:35,Tanvi,G73,start,i_301
1-736541581,Accepted,2012-05-02 10:41:35,Tanvi,G73,complete,i_301
1-736541581,Completed,2012-05-07 03:29:28,Tanvi,G73,start,i_302
1-736541581,Completed,2012-05-07 03:29:28,Tanvi,G73,complete,i_302
1-736541581,Completed,2012-05-14 23:21:30,Siebel,G73,start,i_303
1-736541581,Completed,2012-05-14 23:21:30,Siebel,G73,complete,i_303
1-736651898,Accepted,2012-04-30 17:36:00,David,D2,start,i_304
1-736651898,Accepted,2012-04-30 17:36:00,David,D2,complete,i_304
1-736651898,Accepted,2012-04-30 17:37:02,David,D2,start,i_305
1-736651898,Accepted,2012-04-30 17:37:02,David,D2,complete,i_305
1-736651898,Completed,2012-04-30 17:50:24,David,D2,start,i_306
1-736651898,Completed,2012-04-30 17:50:24,David,D2,complete,i_306
1-736651898,Accepted,2012-05-02 09:52:03,David,D2,start,i_307
1-736651898,Accepted,2012-05-02 09:52:03,David,D2,complete,i_307
1-736651898,Queued,2012-05-02 10:13:45,David,D4,start,i_308
1-736651898,Queued,2012-05-02 10:13:45,David,D4,complete,i_308
1-736651898,Accepted,2012-05-02 10:15:23,Nayana,D4,start,i_309
1-736651898,Accepted,2012-05-02 10:15:23,Nayana,D4,complete,i_309
1-736651898,Queued,2012-05-02 10:20:50,Nayana,G350 2nd,start,i_310
1-736651898,Queued,2012-05-02 10:20:50,Nayana,G350 2nd,complete,i_310
1-736651898,Accepted,2012-05-03 02:01:16,Yue,G350 2nd,start,i_311
1-736651898,Accepted,2012-05-03 02:01:16,Yue,G350 2nd,complete,i_311
1-736651898,Queued,2012-05-03 02:19:56,Yue,D2,start,i_312
1-736651898,Queued,2012-05-03 02:19:56,Yue,D2,complete,i_312
1-736651898,Accepted,2012-05-03 06:29:47,Jeroen,D2,start,i_313
1-736651898,Accepted,2012-05-03 06:29:47,Jeroen,D2,complete,i_313
1-736651898,Accepted,2012-05-03 06:35:14,Jeroen,D2,start,i_314
1-736651898,Accepted,2012-05-03 06:35:14,Jeroen,D2,complete,i_314
1-736651898,Queued,2012-05-03 09:41:42,Jeroen,D4,start,i_315
1-736651898,Queued,2012-05-03 09:41:42,Jeroen,D4,complete,i_315
1-736651898,Accepted,2012-05-03 09:47:44,Anil,D4,start,i_316
1-736651898,Accepted,2012-05-03 09:47:44,Anil,D4,complete,i_316
1-736651898,Queued,2012-05-03 09:48:05,Anil,G350 2nd,start,i_317
1-736651898,Queued,2012-05-03 09:48:05,Anil,G350 2nd,complete,i_317
1-736651898,Accepted,2012-05-04 02:24:44,Yue,G350 2nd,start,i_318
1-736651898,Accepted,2012-05-04 02:24:44,Yue,G350 2nd,complete,i_318
1-736651898,Queued,2012-05-04 02:40:29,Yue,D2,start,i_319
1-736651898,Queued,2012-05-04 02:40:29,Yue,D2,complete,i_319
1-736651898,Accepted,2012-05-04 07:18:53,Jeroen,D2,start,i_320
1-736651898,Accepted,2012-05-04 07:18:53,Jeroen,D2,complete,i_320
1-736651898,Accepted,2012-05-04 07:23:32,Jeroen,D2,start,i_321
1-736651898,Accepted,2012-05-04 07:23:32,Jeroen,D2,complete,i_321
1-736651898,Accepted,2012-05-07 02:40:32,Siebel,D2,start,i_322
1-736651898,Accepted,2012-05-07 02:40:32,Siebel,D2,complete,i_322
1-736651898,Completed,2012-05-07 10:02:38,Jeroen,D2,start,i_323
1-736651898,Completed,2012-05-07 10:02:38,Jeroen,D2,complete,i_323
1-736651898,Completed,2012-05-07 23:13:14,Siebel,D2,start,i_324
1-736651898,Completed,2012-05-07 23:13:14,Siebel,D2,complete,i_324
1-736688781,Accepted,2012-04-30 23:35:17,Matt,N36,start,i_325
1-736688781,Accepted,2012-04-30 23:35:17,Matt,N36,complete,i_325
1-736688781,Accepted,2012-04-30 23:36:55,Matt,N36,start,i_326
1-736688781,Accepted,2012-04-30 23:36:55,Matt,N36,complete,i_326
1-736688781,Accepted,2012-04-30 23:54:46,Matt,N36,start,i_327
1-736688781,Accepted,2012-04-30 23:54:46,Matt,N36,complete,i_327
1-736688781,Completed,2012-05-02 00:01:45,Matt,N36,start,i_328
1-736688781,Completed,2012-05-02 00:01:45,Matt,N36,complete,i_328
1-736688781,Completed,2012-05-09 23:16:04,Siebel,N36,start,i_329
1-736688781,Completed,2012-05-09 23:16:04,Siebel,N36,complete,i_329
1-736727305,Queued,2012-04-30 23:30:39,Siebel,G76,start,i_330
1-736727305,Queued,2012-04-30 23:30:39,Siebel,G76,complete,i_330
1-736727305,Accepted,2012-04-30 23:37:46,Olle,G76,start,i_331
1-736727305,Accepted,2012-04-30 23:37:46,Olle,G76,complete,i_331
1-736727305,Completed,2012-05-01 00:04:42,Olle,G76,start,i_332
1-736727305,Completed,2012-05-01 00:04:42,Olle,G76,complete,i_332
1-736727305,Completed,2012-05-08 23:12:51,Siebel,G76,start,i_333
1-736727305,Completed,2012-05-08 23:12:51,Siebel,G76,complete,i_333
1-737310533,Queued,2012-05-01 05:52:23,Siebel,G76,start,i_334
1-737310533,Queued,2012-05-01 05:52:23,Siebel,G76,complete,i_334
1-737310533,Accepted,2012-05-01 05:57:58,Thomas,G76,start,i_335
1-737310533,Accepted,2012-05-01 05:57:58,Thomas,G76,complete,i_335
1-737310533,Accepted,2012-05-01 05:58:10,Thomas,G76,start,i_336
1-737310533,Accepted,2012-05-01 05:58:10,Thomas,G76,complete,i_336
1-737310533,Completed,2012-05-01 06:09:14,Thomas,G76,start,i_337
1-737310533,Completed,2012-05-01 06:09:14,Thomas,G76,complete,i_337
1-737310533,Completed,2012-05-08 23:12:32,Siebel,G76,start,i_338
1-737310533,Completed,2012-05-08 23:12:32,Siebel,G76,complete,i_338
1-737380551,Queued,2012-05-02 10:20:06,Nikhil,S56,start,i_339
1-737380551,Queued,2012-05-02 10:20:06,Nikhil,S56,complete,i_339
1-737380551,Accepted,2012-05-02 11:47:04,Marika,S56,start,i_340
1-737380551,Accepted,2012-05-02 11:47:04,Marika,S56,complete,i_340
1-737380551,Accepted,2012-05-02 11:47:11,Marika,S56,start,i_341
1-737380551,Accepted,2012-05-02 11:47:11,Marika,S56,complete,i_341
1-737380551,Accepted,2012-05-02 11:50:53,Krzysztof,S56,start,i_342
1-737380551,Accepted,2012-05-02 11:50:53,Krzysztof,S56,complete,i_342
1-737380551,Queued,2012-05-02 11:52:39,Krzysztof,G230 2nd,start,i_343
1-737380551,Queued,2012-05-02 11:52:39,Krzysztof,G230 2nd,complete,i_343
1-737380551,Accepted,2012-05-02 12:36:36,Sujith,G230 2nd,start,i_344
1-737380551,Accepted,2012-05-02 12:36:36,Sujith,G230 2nd,complete,i_344
1-737380551,Accepted,2012-05-02 14:40:36,Sujith,G230 2nd,start,i_345
1-737380551,Accepted,2012-05-02 14:40:36,Sujith,G230 2nd,complete,i_345
1-737380551,Accepted,2012-05-02 15:57:48,Sujith,G230 2nd,start,i_346
1-737380551,Accepted,2012-05-02 15:57:48,Sujith,G230 2nd,complete,i_346
1-737380551,Accepted,2012-05-03 15:16:24,Sujith,G230 2nd,start,i_347
1-737380551,Accepted,2012-05-03 15:16:24,Sujith,G230 2nd,complete,i_347
1-737380551,Accepted,2012-05-03 15:17:18,Aneesh V,G230 2nd,start,i_348
1-737380551,Accepted,2012-05-03 15:17:18,Aneesh V,G230 2nd,complete,i_348
1-737380551,Completed,2012-05-03 15:17:58,Aneesh V,G230 2nd,start,i_349
1-737380551,Completed,2012-05-03 15:17:58,Aneesh V,G230 2nd,complete,i_349
1-737380551,Completed,2012-05-03 23:06:45,Siebel,G230 2nd,start,i_350
1-737380551,Completed,2012-05-03 23:06:45,Siebel,G230 2nd,complete,i_350
1-737380741,Queued,2012-05-02 12:15:39,Jörgen,G359,start,i_351
1-737380741,Queued,2012-05-02 12:15:39,Jörgen,G359,complete,i_351
1-737380741,Accepted,2012-05-02 12:27:52,Marika,G359,start,i_352
1-737380741,Accepted,2012-05-02 12:27:52,Marika,G359,complete,i_352
1-737380741,Accepted,2012-05-02 12:28:01,Marika,G359,start,i_353
1-737380741,Accepted,2012-05-02 12:28:01,Marika,G359,complete,i_353
1-737380741,Accepted,2012-05-03 11:38:21,Tadeusz,G359,start,i_354
1-737380741,Accepted,2012-05-03 11:38:21,Tadeusz,G359,complete,i_354
1-737380741,Queued,2012-05-03 11:47:48,Tadeusz,G40,start,i_355
1-737380741,Queued,2012-05-03 11:47:48,Tadeusz,G40,complete,i_355
