ID,CREATE_TIME,ALI_FQZSCORE,BAIDU_FQZSCORE,NUMBER OF LOAN APPLICATIONS TO PBOC,ISBAD,AMOUNT,OVD_BAL
ID20260505006134,2025-02-23,850,412,7,1,50000,2000
ID20260508006486,2025-02-24,800,504,0,0,70000,0
ID20260509004261,2025-02-25,805,500,0,0,50000,0
ID20260509008725,2025-02-26,690,400,0,0,100000,0
ID20260504009099,2025-02-27,860,493,7,1,50000,2000
ID20260509009749,2025-02-28,800,433,0,0,80000,0
ID20260509006511,2025-03-01,685,405,0,0,50000,0
ID20260510003189,2025-03-02,740,403,0,0,70000,0
ID20260510014254,2025-03-03,755,397,0,0,50000,0
ID20260511012262,2025-03-04,755,373,0,0,100000,0
ID20260511013460,2025-03-05,805,402,0,0,50000,0
