product,org:group,resource country,case:concept:name,impact,concept:name,org:resource,organization involved,lifecycle:transition,org:role,organization country,time:timestamp
PROD754,G97,Sweden,1-730641578,Low,Queued,Frank,Org line C,Awaiting Assignment,V3_2,pl,2012-04-24 10:02:34+00:00
PROD754,G97,Sweden,1-730641578,Low,Accepted,Per,Org line C,In Progress,V3_2,pl,2012-04-28 02:25:45+00:00
PROD754,G97,Sweden,1-730641578,Low,Queued,Per,Org line C,Awaiting Assignment,V3_2,pl,2012-04-28 02:25:49+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Krzysztof,Org line C,In Progress,V3_2,pl,2012-04-30 09:56:32+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Krzysztof,Org line C,Assigned,V3_2,pl,2012-04-30 09:56:41+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Cezary,Org line C,In Progress,V3_2,pl,2012-04-30 10:16:09+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Cezary,Org line C,Wait,V3_2,pl,2012-04-30 10:16:13+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Cezary,Org line C,Wait - User,V3_2,pl,2012-05-01 10:19:26+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Jadwiga,Org line C,In Progress,V3_2,pl,2012-05-07 12:20:58+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Jadwiga,Org line C,Assigned,V3_2,pl,2012-05-07 12:21:07+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Marika,Org line C,In Progress,V3_2,pl,2012-05-07 13:46:14+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Marika,Org line C,Wait - User,V3_2,pl,2012-05-07 13:47:57+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Marika,Org line C,In Progress,V3_2,pl,2012-05-08 07:28:05+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Marika,Org line C,Wait - User,V3_2,pl,2012-05-08 07:31:37+00:00
PROD754,G97,POLAND,1-730641578,Low,Accepted,Marika,Org line C,In Progress,V3_2,pl,2012-05-08 10:13:48+00:00
PROD754,G97,POLAND,1-730641578,Low,Completed,Marika,Org line C,Resolved,V3_2,pl,2012-05-08 10:14:30+00:00
PROD754,G97,0,1-730641578,Low,Completed,Siebel,Org line C,Closed,V3_2,pl,2012-05-08 23:14:38+00:00
PROD424,G96,INDIA,1-730692155,Low,Accepted,Noel,Org line C,In Progress,V3_2,in,2012-04-24 09:33:37+00:00
PROD424,G96,INDIA,1-730692155,Low,Accepted,Noel,Org line C,In Progress,V3_2,in,2012-04-24 09:34:35+00:00
PROD424,G96,INDIA,1-730692155,Low,Accepted,Noel,Org line C,In Progress,V3_2,in,2012-04-24 13:59:35+00:00
PROD424,G230 2nd,INDIA,1-730692155,Low,Queued,Noel,Org line B,Awaiting Assignment,E_10,in,2012-04-24 14:01:23+00:00
PROD424,G230 2nd,INDIA,1-730692155,Low,Accepted,Ashok,Org line B,In Progress,E_10,in,2012-04-24 14:04:51+00:00
PROD424,G97,INDIA,1-730692155,Low,Queued,Ashok,Org line C,Awaiting Assignment,V3_2,in,2012-04-24 14:24:58+00:00
PROD424,G97,Sweden,1-730692155,Low,Accepted,Per,Org line C,In Progress,V3_2,in,2012-04-28 02:19:12+00:00
PROD424,G97,Sweden,1-730692155,Low,Queued,Per,Org line C,Awaiting Assignment,V3_2,in,2012-04-28 02:19:16+00:00
PROD424,G97,POLAND,1-730692155,Low,Accepted,Krzysztof,Org line C,In Progress,V3_2,in,2012-04-30 09:45:50+00:00
PROD424,G97,POLAND,1-730692155,Low,Accepted,Krzysztof,Org line C,Assigned,V3_2,in,2012-04-30 09:45:56+00:00
PROD424,G97,POLAND,1-730692155,Low,Accepted,Pawel,Org line C,In Progress,V3_2,in,2012-04-30 09:56:13+00:00
PROD424,G230 2nd,POLAND,1-730692155,Low,Queued,Pawel,Org line B,Awaiting Assignment,E_10,in,2012-04-30 09:57:05+00:00
PROD424,G230 2nd,INDIA,1-730692155,Low,Accepted,Aneesh V,Org line B,In Progress,E_10,in,2012-04-30 10:05:38+00:00
PROD424,G230 2nd,INDIA,1-730692155,Low,Accepted,Aneesh V,Org line B,Assigned,E_10,in,2012-04-30 10:06:00+00:00
PROD424,G230 2nd,INDIA,1-730692155,Low,Accepted,Sudindran,Org line B,In Progress,E_10,in,2012-04-30 11:41:06+00:00
PROD424,G230 2nd,INDIA,1-730692155,Low,Accepted,Sudindran,Org line B,Wait - User,E_10,in,2012-04-30 11:43:39+00:00
PROD424,G230 2nd,INDIA,1-730692155,Low,Accepted,Sudindran,Org line B,In Progress,E_10,in,2012-05-02 13:45:53+00:00
PROD424,G230 2nd,INDIA,1-730692155,Low,Completed,Sudindran,Org line B,Resolved,E_10,in,2012-05-02 13:46:01+00:00
PROD424,G230 2nd,0,1-730692155,Low,Completed,Siebel,Org line B,Closed,E_10,in,2012-05-02 23:15:54+00:00
PROD731,S35 2nd,Japan,1-731382414,Low,Accepted,Akiko,Org line C,In Progress,UNKNOWN,jp,2012-04-25 05:42:18+00:00
PROD731,S35 2nd,Japan,1-731382414,Low,Accepted,Akiko,Org line C,In Progress,UNKNOWN,jp,2012-04-25 05:43:10+00:00
PROD731,S35 2nd,Japan,1-731382414,Low,Accepted,Akiko,Org line C,Wait - User,UNKNOWN,jp,2012-04-25 05:44:21+00:00
PROD731,S35 2nd,Japan,1-731382414,Low,Completed,Akiko,Org line C,Resolved,UNKNOWN,jp,2012-05-08 02:10:47+00:00
PROD731,S35 2nd,0,1-731382414,Low,Completed,Siebel,Org line C,Closed,UNKNOWN,jp,2012-05-08 23:14:31+00:00
PROD698,G97,POLAND,1-733254575,Low,Accepted,Pawel,Org line C,In Progress,V3_2,fr,2012-04-26 13:22:13+00:00
PROD698,G97,POLAND,1-733254575,Low,Accepted,Pawel,Org line C,In Progress,V3_2,fr,2012-04-26 13:22:23+00:00
PROD698,G97,POLAND,1-733254575,Low,Queued,Pawel,Org line C,Awaiting Assignment,V3_2,fr,2012-04-26 13:30:49+00:00
PROD698,G97,Sweden,1-733254575,Low,Accepted,Per,Org line C,In Progress,V3_2,fr,2012-04-28 01:59:36+00:00
PROD698,G97,Sweden,1-733254575,Low,Queued,Per,Org line C,Awaiting Assignment,V3_2,fr,2012-04-28 01:59:43+00:00
PROD698,G97,POLAND,1-733254575,Low,Accepted,Krzysztof,Org line C,In Progress,V3_2,fr,2012-05-01 12:30:32+00:00
PROD698,G22 2nd,POLAND,1-733254575,Low,Queued,Krzysztof,Org line A2,Awaiting Assignment,A2_2,fr,2012-05-01 12:30:49+00:00
PROD698,G22 2nd,Sweden,1-733254575,Low,Accepted,Sahana,Org line A2,In Progress,A2_2,fr,2012-05-02 10:35:50+00:00
PROD698,G22 2nd,Sweden,1-733254575,Low,Accepted,Sahana,Org line A2,Wait - User,A2_2,fr,2012-05-02 10:40:30+00:00
PROD698,G22 2nd,Sweden,1-733254575,Low,Completed,Sahana,Org line A2,Resolved,A2_2,fr,2012-05-02 11:45:37+00:00
PROD698,G22 2nd,0,1-733254575,Low,Completed,Siebel,Org line A2,Closed,A2_2,fr,2012-05-09 23:17:28+00:00
PROD235,D2,Belgium,1-733368557,Medium,Accepted,Paul,Org line C,In Progress,A2_1,be,2012-04-26 15:45:05+00:00
PROD235,D2,Belgium,1-733368557,Medium,Accepted,Paul,Org line C,In Progress,A2_1,be,2012-04-26 15:45:48+00:00
PROD235,D2,Belgium,1-733368557,Medium,Accepted,Paul,Org line C,Wait - Implementation,A2_1,be,2012-04-26 16:01:45+00:00
PROD235,D2,0,1-733368557,Medium,Accepted,Siebel,Org line C,Wait - Implementation,A2_1,be,2012-04-29 15:46:59+00:00
PROD235,D2,Belgium,1-733368557,Medium,Completed,Paul,Org line C,Resolved,A2_1,be,2012-05-03 11:20:02+00:00
PROD235,D2,0,1-733368557,Medium,Completed,Siebel,Org line C,Closed,A2_1,be,2012-05-03 23:11:55+00:00
PROD514,G97,POLAND,1-734847634,Low,Accepted,Urszula,Org line C,In Progress,V3_2,be,2012-04-27 10:04:59+00:00
PROD514,G97,POLAND,1-734847634,Low,Accepted,Urszula,Org line C,In Progress,V3_2,be,2012-04-27 10:05:32+00:00
PROD514,G305 2nd,POLAND,1-734847634,Low,Queued,Urszula,Org line A2,Awaiting Assignment,A2_4,be,2012-04-27 10:06:34+00:00
PROD514,G305 2nd,Brazil,1-734847634,Low,Accepted,Jonatas,Org line A2,In Progress,A2_4,be,2012-04-27 14:59:53+00:00
PROD514,G305 2nd,Brazil,1-734847634,Low,Completed,Jonatas,Org line A2,Resolved,A2_4,be,2012-05-08 17:08:04+00:00
PROD514,G305 2nd,0,1-734847634,Low,Completed,Siebel,Org line A2,Closed,A2_4,be,2012-05-15 23:20:42+00:00
PROD790,D3,Brazil,1-734973777,Medium,Accepted,Diego,Org line B,In Progress,A2_1,br,2012-04-27 13:01:12+00:00
PROD790,D3,Brazil,1-734973777,Medium,Accepted,Diego,Org line B,In Progress,A2_1,br,2012-04-27 13:03:08+00:00
PROD790,A14,Brazil,1-734973777,Medium,Queued,Diego,Org line E,Awaiting Assignment,UNKNOWN,br,2012-04-27 13:19:28+00:00
PROD790,A14,0,1-734973777,Medium,Accepted,Partner,Org line E,In Progress,UNKNOWN,br,2012-04-27 19:00:31+00:00
PROD790,N19 2nd,0,1-734973777,Medium,Queued,Partner,Org line A2,Awaiting Assignment,A2_1,br,2012-04-27 19:01:44+00:00
PROD790,N19 2nd,Sweden,1-734973777,Medium,Accepted,Sverre,Org line A2,In Progress,A2_1,br,2012-04-30 06:27:06+00:00
PROD790,A14,Sweden,1-734973777,Medium,Queued,Sverre,Org line E,Awaiting Assignment,UNKNOWN,br,2012-04-30 06:38:28+00:00
PROD790,A14,0,1-734973777,Medium,Accepted,Partner,Org line E,In Progress,UNKNOWN,br,2012-05-02 09:56:46+00:00
PROD790,D3,0,1-734973777,Medium,Queued,Partner,Org line B,Awaiting Assignment,A2_1,br,2012-05-02 09:57:10+00:00
PROD790,D3,Brazil,1-734973777,Medium,Accepted,Magali,Org line B,In Progress,A2_1,br,2012-05-02 11:23:30+00:00
PROD790,D3,Brazil,1-734973777,Medium,Accepted,Magali,Org line B,Assigned,A2_1,br,2012-05-02 11:23:48+00:00
PROD790,D3,Brazil,1-734973777,Medium,Accepted,Diego,Org line B,In Progress,A2_1,br,2012-05-02 13:06:38+00:00
PROD790,D3,Brazil,1-734973777,Medium,Accepted,Diego,Org line B,Wait,A2_1,br,2012-05-02 13:13:48+00:00
PROD790,D3,Brazil,1-734973777,Medium,Completed,Diego,Org line B,Resolved,A2_1,br,2012-05-02 13:34:46+00:00
PROD790,D3,0,1-734973777,Medium,Completed,Siebel,Org line B,Closed,A2_1,br,2012-05-02 23:08:35+00:00
PROD494,G96,Brazil,1-735224038,Medium,Accepted,Patricia,Org line C,In Progress,V3_2,pl,2012-04-27 19:58:52+00:00
PROD494,G96,Brazil,1-735224038,Medium,Accepted,Patricia,Org line C,In Progress,V3_2,pl,2012-04-27 19:59:42+00:00
PROD494,G96,Brazil,1-735224038,Medium,Accepted,Patricia,Org line C,In Progress,V3_2,pl,2012-04-27 20:09:37+00:00
PROD494,G96,Brazil,1-735224038,Medium,Accepted,Patricia,Org line C,In Progress,V3_2,pl,2012-04-27 20:10:38+00:00
PROD494,G236 2nd,Brazil,1-735224038,Medium,Queued,Patricia,Org line C,Awaiting Assignment,E_10,pl,2012-04-27 20:14:01+00:00
PROD494,G236 2nd,Sweden,1-735224038,Medium,Accepted,Pushkar,Org line C,In Progress,E_10,pl,2012-04-30 06:15:24+00:00
PROD494,G97,Sweden,1-735224038,Medium,Queued,Pushkar,Org line C,Awaiting Assignment,V3_2,pl,2012-04-30 08:53:57+00:00
PROD494,G97,Brazil,1-735224038,Medium,Accepted,Eduardo,Org line C,In Progress,V3_2,pl,2012-04-30 20:06:13+00:00
PROD494,G97,Brazil,1-735224038,Medium,Accepted,Eduardo,Org line C,Assigned,V3_2,pl,2012-04-30 20:08:25+00:00
PROD494,G97,Brazil,1-735224038,Medium,Accepted,Patricia,Org line C,In Progress,V3_2,pl,2012-05-02 15:34:46+00:00
PROD494,G97,Brazil,1-735224038,Medium,Accepted,Patricia,Org line C,Wait - User,V3_2,pl,2012-05-02 15:50:39+00:00
PROD494,G97,Brazil,1-735224038,Medium,Completed,Patricia,Org line C,Resolved,V3_2,pl,2012-05-02 21:10:05+00:00
PROD494,G97,0,1-735224038,Medium,Completed,Siebel,Org line C,Closed,V3_2,pl,2012-05-02 23:08:07+00:00
PROD802,G97,Brazil,1-736541581,Low,Accepted,Andre,Org line C,In Progress,V3_2,in,2012-04-30 12:23:00+00:00
PROD802,G97,Brazil,1-736541581,Low,Accepted,Andre,Org line C,In Progress,V3_2,in,2012-04-30 12:23:39+00:00
PROD802,G77,Brazil,1-736541581,Low,Queued,Andre,Org line C,Awaiting Assignment,E_5,in,2012-04-30 12:39:02+00:00
PROD802,G77,INDIA,1-736541581,Low,Accepted,Krushna,Org line C,In Progress,E_5,in,2012-04-30 13:13:21+00:00
PROD802,G48 2nd,INDIA,1-736541581,Low,Queued,Krushna,Org line C,Awaiting Assignment,E_6,in,2012-04-30 13:17:47+00:00
PROD802,G48 2nd,Sweden,1-736541581,Low,Accepted,Mikael,Org line C,In Progress,E_6,in,2012-05-02 10:18:34+00:00
PROD802,G73,Sweden,1-736541581,Low,Queued,Mikael,Org line C,Awaiting Assignment,E_5,in,2012-05-02 10:21:20+00:00
PROD802,G73,INDIA,1-736541581,Low,Accepted,Tanvi,Org line C,In Progress,E_5,in,2012-05-02 10:41:24+00:00
PROD802,G73,INDIA,1-736541581,Low,Accepted,Tanvi,Org line C,Wait - User,E_5,in,2012-05-02 10:41:35+00:00
PROD802,G73,INDIA,1-736541581,Low,Completed,Tanvi,Org line C,Resolved,E_5,in,2012-05-07 03:29:28+00:00
PROD802,G73,0,1-736541581,Low,Completed,Siebel,Org line C,Closed,E_5,in,2012-05-14 23:21:30+00:00
PROD92,D2,Belgium,1-736651898,Medium,Accepted,David,Org line C,In Progress,A2_1,be,2012-04-30 17:36:00+00:00
PROD92,D2,Belgium,1-736651898,Medium,Accepted,David,Org line C,In Progress,A2_1,be,2012-04-30 17:37:02+00:00
PROD92,D2,Belgium,1-736651898,Medium,Completed,David,Org line C,In Call,A2_1,be,2012-04-30 17:50:24+00:00
PROD92,D2,Belgium,1-736651898,Medium,Accepted,David,Org line C,In Progress,A2_1,be,2012-05-02 09:52:03+00:00
PROD92,D4,Belgium,1-736651898,Medium,Queued,David,Org line A2,Awaiting Assignment,A2_1,be,2012-05-02 10:13:45+00:00
PROD92,D4,INDIA,1-736651898,Medium,Accepted,Nayana,Org line A2,In Progress,A2_1,be,2012-05-02 10:15:23+00:00
PROD92,G350 2nd,INDIA,1-736651898,Medium,Queued,Nayana,Org line A2,Awaiting Assignment,A2_5,be,2012-05-02 10:20:50+00:00
PROD92,G350 2nd,China,1-736651898,Medium,Accepted,Yue,Org line A2,In Progress,A2_5,be,2012-05-03 02:01:16+00:00
PROD92,D2,China,1-736651898,Medium,Queued,Yue,Org line C,Awaiting Assignment,A2_1,be,2012-05-03 02:19:56+00:00
PROD92,D2,Belgium,1-736651898,Medium,Accepted,Jeroen,Org line C,In Progress,A2_1,be,2012-05-03 06:29:47+00:00
PROD92,D2,Belgium,1-736651898,Medium,Accepted,Jeroen,Org line C,Wait - User,A2_1,be,2012-05-03 06:35:14+00:00
PROD92,D4,Belgium,1-736651898,Medium,Queued,Jeroen,Org line A2,Awaiting Assignment,A2_1,be,2012-05-03 09:41:42+00:00
PROD92,D4,INDIA,1-736651898,Medium,Accepted,Anil,Org line A2,In Progress,A2_1,be,2012-05-03 09:47:44+00:00
PROD92,G350 2nd,INDIA,1-736651898,Medium,Queued,Anil,Org line A2,Awaiting Assignment,A2_5,be,2012-05-03 09:48:05+00:00
PROD92,G350 2nd,China,1-736651898,Medium,Accepted,Yue,Org line A2,In Progress,A2_5,be,2012-05-04 02:24:44+00:00
PROD92,D2,China,1-736651898,Medium,Queued,Yue,Org line C,Awaiting Assignment,A2_1,be,2012-05-04 02:40:29+00:00
PROD92,D2,Belgium,1-736651898,Medium,Accepted,Jeroen,Org line C,In Progress,A2_1,be,2012-05-04 07:18:53+00:00
PROD92,D2,Belgium,1-736651898,Medium,Accepted,Jeroen,Org line C,Wait - User,A2_1,be,2012-05-04 07:23:32+00:00
PROD92,D2,0,1-736651898,Medium,Accepted,Siebel,Org line C,Wait - User,A2_1,be,2012-05-07 02:40:32+00:00
PROD92,D2,Belgium,1-736651898,Medium,Completed,Jeroen,Org line C,Resolved,A2_1,be,2012-05-07 10:02:38+00:00
PROD92,D2,0,1-736651898,Medium,Completed,Siebel,Org line C,Closed,A2_1,be,2012-05-07 23:13:14+00:00
PROD566,N36,USA,1-736688781,Low,Accepted,Matt,Org line C,In Progress,V3_2,us,2012-04-30 23:35:17+00:00
PROD566,N36,USA,1-736688781,Low,Accepted,Matt,Org line C,In Progress,V3_2,us,2012-04-30 23:36:55+00:00
PROD566,N36,USA,1-736688781,Low,Accepted,Matt,Org line C,Wait - User,V3_2,us,2012-04-30 23:54:46+00:00
PROD566,N36,USA,1-736688781,Low,Completed,Matt,Org line C,Resolved,V3_2,us,2012-05-02 00:01:45+00:00
PROD566,N36,0,1-736688781,Low,Completed,Siebel,Org line C,Closed,V3_2,us,2012-05-09 23:16:04+00:00
PROD383,G76,0,1-736727305,Medium,Queued,Siebel,Org line C,Awaiting Assignment,E_5,se,2012-04-30 23:30:39+00:00
PROD383,G76,Sweden,1-736727305,Medium,Accepted,Olle,Org line C,In Progress,E_5,se,2012-04-30 23:37:46+00:00
PROD383,G76,Sweden,1-736727305,Medium,Completed,Olle,Org line C,Resolved,E_5,se,2012-05-01 00:04:42+00:00
PROD383,G76,0,1-736727305,Medium,Completed,Siebel,Org line C,Closed,E_5,se,2012-05-08 23:12:51+00:00
PROD383,G76,0,1-737310533,Medium,Queued,Siebel,Org line C,Awaiting Assignment,E_5,se,2012-05-01 05:52:23+00:00
PROD383,G76,Sweden,1-737310533,Medium,Accepted,Thomas,Org line C,In Progress,E_5,se,2012-05-01 05:57:58+00:00
PROD383,G76,Sweden,1-737310533,Medium,Accepted,Thomas,Org line C,Wait - User,E_5,se,2012-05-01 05:58:10+00:00
PROD383,G76,Sweden,1-737310533,Medium,Completed,Thomas,Org line C,Resolved,E_5,se,2012-05-01 06:09:14+00:00
PROD383,G76,0,1-737310533,Medium,Completed,Siebel,Org line C,Closed,E_5,se,2012-05-08 23:12:32+00:00
PROD424,S56,Sweden,1-737380551,Medium,Queued,Nikhil,Other,Awaiting Assignment,UNKNOWN,in,2012-05-02 10:20:06+00:00
PROD424,S56,POLAND,1-737380551,Medium,Accepted,Marika,Other,In Progress,UNKNOWN,in,2012-05-02 11:47:04+00:00
PROD424,S56,POLAND,1-737380551,Medium,Accepted,Marika,Other,Assigned,UNKNOWN,in,2012-05-02 11:47:11+00:00
PROD424,S56,POLAND,1-737380551,Medium,Accepted,Krzysztof,Other,In Progress,UNKNOWN,in,2012-05-02 11:50:53+00:00
PROD424,G230 2nd,POLAND,1-737380551,Medium,Queued,Krzysztof,Org line B,Awaiting Assignment,E_10,in,2012-05-02 11:52:39+00:00
PROD424,G230 2nd,INDIA,1-737380551,Medium,Accepted,Sujith,Org line B,In Progress,E_10,in,2012-05-02 12:36:36+00:00
PROD424,G230 2nd,INDIA,1-737380551,Medium,Accepted,Sujith,Org line B,Wait,E_10,in,2012-05-02 14:40:36+00:00
PROD424,G230 2nd,INDIA,1-737380551,Medium,Accepted,Sujith,Org line B,Wait - User,E_10,in,2012-05-02 15:57:48+00:00
PROD424,G230 2nd,INDIA,1-737380551,Medium,Accepted,Sujith,Org line B,Assigned,E_10,in,2012-05-03 15:16:24+00:00
PROD424,G230 2nd,INDIA,1-737380551,Medium,Accepted,Aneesh V,Org line B,In Progress,E_10,in,2012-05-03 15:17:18+00:00
PROD424,G230 2nd,INDIA,1-737380551,Medium,Completed,Aneesh V,Org line B,Resolved,E_10,in,2012-05-03 15:17:58+00:00
PROD424,G230 2nd,0,1-737380551,Medium,Completed,Siebel,Org line B,Closed,E_10,in,2012-05-03 23:06:45+00:00
PROD215,G359,Sweden,1-737380741,Low,Queued,Jörgen,Org line C,Awaiting Assignment,V3_2,pl,2012-05-02 12:15:39+00:00
PROD215,G359,POLAND,1-737380741,Low,Accepted,Marika,Org line C,In Progress,V3_2,pl,2012-05-02 12:27:52+00:00
PROD215,G359,POLAND,1-737380741,Low,Accepted,Marika,Org line C,Assigned,V3_2,pl,2012-05-02 12:28:01+00:00
PROD215,G359,POLAND,1-737380741,Low,Accepted,Tadeusz,Org line C,In Progress,V3_2,pl,2012-05-03 11:38:21+00:00
PROD215,G40,POLAND,1-737380741,Low,Queued,Tadeusz,Org line A2,Awaiting Assignment,A2_2,pl,2012-05-03 11:47:48+00:00
PROD215,G40,Sweden,1-737380741,Low,Accepted,Vittal,Org line A2,In Progress,A2_2,pl,2012-05-03 11:50:51+00:00
PROD215,G97,Sweden,1-737380741,Low,Queued,Vittal,Org line C,Awaiting Assignment,V3_2,pl,2012-05-03 11:58:43+00:00
PROD215,G97,Sweden,1-737380741,Low,Queued,Vittal,Org line C,Awaiting Assignment,V3_2,pl,2012-05-03 11:58:44+00:00
PROD215,G97,POLAND,1-737380741,Low,Accepted,Tomasz,Org line C,In Progress,V3_2,pl,2012-05-03 13:21:44+00:00
PROD215,G97,POLAND,1-737380741,Low,Accepted,Tomasz,Org line C,Assigned,V3_2,pl,2012-05-03 13:21:49+00:00
PROD215,G97,POLAND,1-737380741,Low,Accepted,Pawel,Org line C,In Progress,V3_2,pl,2012-05-03 14:56:58+00:00
PROD215,G97,POLAND,1-737380741,Low,Accepted,Pawel,Org line C,In Progress,V3_2,pl,2012-05-03 15:00:18+00:00
PROD215,G97,POLAND,1-737380741,Low,Completed,Pawel,Org line C,Resolved,V3_2,pl,2012-05-03 15:00:36+00:00
PROD215,G97,0,1-737380741,Low,Completed,Siebel,Org line C,Closed,V3_2,pl,2012-05-10 23:21:03+00:00
PROD295,G76,0,1-737422318,Medium,Queued,Siebel,Org line C,Awaiting Assignment,E_5,se,2012-05-01 23:03:32+00:00
PROD295,G76,Sweden,1-737422318,Medium,Accepted,Johan,Org line C,In Progress,E_5,se,2012-05-02 00:03:31+00:00
PROD295,G358 2nd,Sweden,1-737422318,Medium,Queued,Johan,Org line G1,Awaiting Assignment,E_6,se,2012-05-02 00:05:21+00:00
PROD295,G358 2nd,Sweden,1-737422318,Medium,Accepted,Peter,Org line G1,In Progress,E_6,se,2012-05-02 06:50:54+00:00
PROD295,S9 3rd,Sweden,1-737422318,Medium,Queued,Peter,Other,Awaiting Assignment,UNKNOWN,se,2012-05-02 06:51:17+00:00
PROD295,G358 2nd,0,1-737422318,Medium,Completed,Partner,Org line G1,Resolved,E_6,se,2012-05-02 15:13:23+00:00
PROD295,G358 2nd,0,1-737422318,Medium,Completed,Siebel,Org line G1,Closed,E_6,se,2012-05-02 23:04:35+00:00
PROD223,D7,Sweden,1-738156214,Medium,Accepted,Emil,Org line A2,In Progress,A2_1,se,2012-05-02 06:22:21+00:00
PROD223,D7,Sweden,1-738156214,Medium,Accepted,Emil,Org line A2,In Progress,A2_1,se,2012-05-02 06:22:35+00:00
PROD223,D7,Sweden,1-738156214,Medium,Accepted,Emil,Org line A2,Wait - Vendor,A2_1,se,2012-05-02 06:36:11+00:00
PROD223,D7,Sweden,1-738156214,Medium,Completed,Emil,Org line A2,Resolved,A2_1,se,2012-05-02 14:24:48+00:00
PROD223,D7,Sweden,1-738156214,Medium,Completed,Emil,Org line A2,Closed,A2_1,se,2012-05-02 14:24:50+00:00
PROD423,G96,POLAND,1-738167144,Low,Accepted,Przemyslaw,Org line C,In Progress,V3_2,pl,2012-05-02 07:07:51+00:00
PROD423,G96,POLAND,1-738167144,Low,Accepted,Przemyslaw,Org line C,In Progress,V3_2,pl,2012-05-02 07:07:58+00:00
PROD423,G96,POLAND,1-738167144,Low,Completed,Przemyslaw,Org line C,In Call,V3_2,pl,2012-05-02 07:17:01+00:00
PROD82,G348 2nd,Sweden,1-738201516,Medium,Accepted,Agoritsa,Org line A2,In Progress,A2_3,se,2012-05-02 08:30:45+00:00
PROD82,G348 2nd,Sweden,1-738201516,Medium,Accepted,Agoritsa,Org line A2,In Progress,A2_3,se,2012-05-02 08:30:58+00:00
PROD82,G348 2nd,Sweden,1-738201516,Medium,Completed,Agoritsa,Org line A2,Resolved,A2_3,se,2012-05-02 08:31:29+00:00
PROD82,G348 2nd,0,1-738201516,Medium,Completed,Siebel,Org line A2,Closed,A2_3,se,2012-05-09 23:14:24+00:00
PROD453,S42,Sweden,1-738259978,Medium,Accepted,Marcus,Org line C,In Progress,V3_2,se,2012-05-02 08:27:02+00:00
PROD453,S42,Sweden,1-738259978,Medium,Accepted,Marcus,Org line C,In Progress,V3_2,se,2012-05-02 08:27:15+00:00
PROD453,S42,Sweden,1-738259978,Medium,Completed,Marcus,Org line C,In Call,V3_2,se,2012-05-02 08:32:54+00:00
PROD215,G96,POLAND,1-738276140,Low,Accepted,Piotr,Org line C,In Progress,V3_2,pl,2012-05-02 09:00:15+00:00
PROD215,G96,POLAND,1-738276140,Low,Accepted,Piotr,Org line C,In Progress,V3_2,pl,2012-05-02 09:06:54+00:00
PROD215,G96,POLAND,1-738276140,Low,Accepted,Piotr,Org line C,Wait,V3_2,pl,2012-05-02 09:22:59+00:00
PROD215,G96,POLAND,1-738276140,Low,Accepted,Piotr,Org line C,In Progress,V3_2,pl,2012-05-02 13:25:14+00:00
PROD215,G96,POLAND,1-738276140,Low,Completed,Piotr,Org line C,In Call,V3_2,pl,2012-05-02 13:25:32+00:00
PROD494,S36,Sweden,1-738282725,Low,Accepted,Malin,Org line C,In Progress,V3_2,se,2012-05-02 09:04:44+00:00
PROD494,S36,Sweden,1-738282725,Low,Accepted,Malin,Org line C,In Progress,V3_2,se,2012-05-02 09:06:30+00:00
PROD494,M17,Sweden,1-738282725,Low,Queued,Malin,Org line C,Awaiting Assignment,V3_2,se,2012-05-02 09:09:41+00:00
PROD494,M17,Sweden,1-738282725,Low,Accepted,Kave,Org line C,In Progress,V3_2,se,2012-05-02 11:51:14+00:00
PROD494,M17,Sweden,1-738282725,Low,Accepted,Kave,Org line C,Wait - Implementation,V3_2,se,2012-05-02 15:08:38+00:00
PROD494,S39,Sweden,1-738282725,Low,Queued,Kave,Org line C,Awaiting Assignment,V3_2,se,2012-05-03 08:04:26+00:00
PROD494,S39,Sweden,1-738282725,Low,Accepted,Kave,Org line C,In Progress,V3_2,se,2012-05-03 08:04:28+00:00
PROD494,S39,Sweden,1-738282725,Low,Completed,Kave,Org line C,Resolved,V3_2,se,2012-05-03 08:06:10+00:00
PROD494,S39,0,1-738282725,Low,Completed,Siebel,Org line C,Closed,V3_2,se,2012-05-03 23:06:55+00:00
PROD424,G96,POLAND,1-738374940,Medium,Accepted,Mateusz,Org line C,In Progress,V3_2,in,2012-05-02 10:27:09+00:00
PROD424,G96,POLAND,1-738374940,Medium,Accepted,Mateusz,Org line C,In Progress,V3_2,in,2012-05-02 10:27:15+00:00
PROD424,G97,POLAND,1-738374940,Medium,Queued,Mateusz,Org line C,Awaiting Assignment,V3_2,in,2012-05-02 10:58:01+00:00
PROD424,G97,POLAND,1-738374940,Medium,Accepted,Mateusz,Org line C,In Progress,V3_2,in,2012-05-02 10:58:04+00:00
PROD424,G97,POLAND,1-738374940,Medium,Accepted,Mateusz,Org line C,In Progress,V3_2,in,2012-05-02 11:17:14+00:00
