case:concept:name;concept:name;time:timestamp;lifecycle:transition;concept:instance;cost:total;human_resource;org:role;org:resource;outcome_unit;cost:fixed;cost:variable;cost:labor;cost:inventory;unsuccessful_outcome_unit;client;cost:maintenance;cost:missed_deadline;cost:transportation;cost:warehousing;quality
12;A;2025-01-01 10:09:47;start;117;0;Ed;Boss;Machine 1;0;0;0;0;0;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:09:51;complete;117;0;Ed;Boss;Machine 1;0;0;0;0;0;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:09:52;complete;118;19;Edd;Employee;Machine 2;0;19;0;0;0;0;Squidward;53;0;0;0;3
12;B;2025-01-01 10:09:55;complete;119;12;Eddy;Employee;Machine 1;24;7;5;3;2;0;Squidward;53;0;0;0;3
12;B;2025-01-01 10:09:52;start;119;12;Eddy;Employee;Machine 1;24;7;5;3;2;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:10:01;complete;120;1;Eddy;Employee;Machine 1;0;0;1;1;0;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:10:01;start;120;1;Eddy;Employee;Machine 1;0;0;1;1;0;0;Squidward;53;0;0;0;3
12;C;2025-01-01 10:10:04;start;121;0;Edd;Employee;Machine 2;33;0;0;0;0;13;Squidward;53;0;0;0;3
12;B;2025-01-01 10:10:14;complete;122;18;Edd;Employee;Machine 1;18;7;11;5;6;0;Squidward;53;0;0;0;3
12;B;2025-01-01 10:10:04;start;122;18;Edd;Employee;Machine 1;18;7;11;5;6;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:10:23;complete;123;0;Eddy;Employee;Machine 2;55;0;0;0;0;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:10:13;start;123;0;Eddy;Employee;Machine 2;55;0;0;0;0;0;Squidward;53;0;0;0;3
12;C;2025-01-01 10:10:29;complete;124;3;Eddy;Employee;Machine 2;0;0;3;0;3;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:10:34;complete;125;2;Edd;Employee;Machine 1;0;2;0;0;0;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:10:35;complete;126;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:10:34;start;126;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Squidward;53;0;0;0;3
13;C;2025-01-01 10:10:39;start;127;16;Edd;Employee;Machine 1;38;7;9;1;8;29;Krabs;45;56;0;0;2
14;A;2025-01-01 10:10:41;complete;128;1;Eddy;Employee;Machine 2;0;1;0;0;0;0;Sandy;97;93;0;0;5
14;A;2025-01-01 10:10:31;start;128;1;Eddy;Employee;Machine 2;0;1;0;0;0;0;Sandy;97;93;0;0;5
14;A;2025-01-01 10:10:45;start;129;19;Eddy;Employee;Machine 1;88;1;18;7;11;0;Sandy;97;93;0;0;5
14;A;2025-01-01 10:10:53;complete;129;19;Eddy;Employee;Machine 1;88;1;18;7;11;0;Sandy;97;93;0;0;5
14;D;2025-01-01 10:10:46;start;130;16;Eddy;Employee;Machine 2;0;16;0;0;0;0;Sandy;97;93;0;0;5
14;A;2025-01-01 10:10:52;start;131;19;Eddy;Employee;Machine 1;44;18;1;1;0;0;Sandy;97;93;0;0;5
14;B;2025-01-01 10:11:00;complete;132;20;Edd;Employee;Machine 1;0;17;3;1;2;0;Sandy;97;93;0;0;5
14;B;2025-01-01 10:10:56;start;132;20;Edd;Employee;Machine 1;0;17;3;1;2;0;Sandy;97;93;0;0;5
14;A;2025-01-01 10:11:09;complete;133;0;Edd;Employee;Machine 1;77;0;0;0;0;0;Sandy;97;93;0;0;5
14;A;2025-01-01 10:11:09;start;133;0;Edd;Employee;Machine 1;77;0;0;0;0;0;Sandy;97;93;0;0;5
15;A;2025-01-01 10:11:14;complete;134;20;Edd;Employee;Machine 1;27;20;0;0;0;0;Krabs;43;0;86;0;5
15;A;2025-01-01 10:11:06;start;134;20;Edd;Employee;Machine 1;27;20;0;0;0;0;Krabs;43;0;86;0;5
15;A;2025-01-01 10:11:20;start;135;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Krabs;43;0;86;0;5
15;A;2025-01-01 10:11:21;complete;135;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Krabs;43;0;86;0;5
15;C;2025-01-01 10:11:30;complete;136;5;Ed;Boss;Machine 1;0;3;2;0;2;0;Krabs;43;0;86;0;5
15;B;2025-01-01 10:11:38;complete;137;18;Ed;Boss;Machine 1;0;10;8;8;0;0;Krabs;43;0;86;0;5
15;B;2025-01-01 10:11:41;start;138;0;Ed;Boss;Machine 2;0;0;0;0;0;0;Krabs;43;0;86;0;5
15;B;2025-01-01 10:11:42;complete;138;0;Ed;Boss;Machine 2;0;0;0;0;0;0;Krabs;43;0;86;0;5
15;B;2025-01-01 10:11:49;start;139;20;Edd;Employee;Machine 2;0;19;1;1;0;0;Krabs;43;0;86;0;5
15;A;2025-01-01 10:11:53;start;140;14;Eddy;Employee;Machine 1;0;14;0;0;0;0;Krabs;43;0;86;0;5
15;A;2025-01-01 10:11:59;start;141;13;Eddy;Employee;Machine 1;0;2;11;6;5;0;Krabs;43;0;86;0;5
15;A;2025-01-01 10:12:00;complete;141;13;Eddy;Employee;Machine 1;0;2;11;6;5;0;Krabs;43;0;86;0;5
15;A;2025-01-01 10:12:04;start;142;7;Eddy;Employee;Machine 2;0;6;1;0;1;0;Krabs;43;0;86;0;5
15;A;2025-01-01 10:12:10;complete;142;7;Eddy;Employee;Machine 2;0;6;1;0;1;0;Krabs;43;0;86;0;5
15;A;2025-01-01 10:12:04;start;143;11;Eddy;Employee;Machine 1;0;8;3;3;0;0;Krabs;43;0;86;0;5
15;A;2025-01-01 10:12:10;complete;143;11;Eddy;Employee;Machine 1;0;8;3;3;0;0;Krabs;43;0;86;0;5
15;C;2025-01-01 10:12:07;start;144;3;Ed;Boss;Machine 2;68;2;1;1;0;0;Krabs;43;0;86;0;5
15;C;2025-01-01 10:12:14;complete;145;9;Ed;Boss;Machine 1;100;5;4;4;0;0;Krabs;43;0;86;0;5
15;C;2025-01-01 10:12:04;start;145;9;Ed;Boss;Machine 1;100;5;4;4;0;0;Krabs;43;0;86;0;5
15;C;2025-01-01 10:12:24;start;146;5;Edd;Employee;Machine 2;51;0;5;4;1;0;Krabs;43;0;86;0;5
15;C;2025-01-01 10:12:29;start;147;18;Ed;Boss;Machine 1;0;10;8;5;3;0;Krabs;43;0;86;0;5
15;C;2025-01-01 10:12:39;complete;147;18;Ed;Boss;Machine 1;0;10;8;5;3;0;Krabs;43;0;86;0;5
15;C;2025-01-01 10:12:36;start;148;4;Ed;Boss;Machine 1;0;1;3;2;1;0;Krabs;43;0;86;0;5
15;C;2025-01-01 10:12:45;complete;148;4;Ed;Boss;Machine 1;0;1;3;2;1;0;Krabs;43;0;86;0;5
15;D;2025-01-01 10:12:39;start;149;0;Edd;Employee;Machine 2;90;0;0;0;0;0;Krabs;43;0;86;0;5
15;C;2025-01-01 10:12:41;complete;150;1;Ed;Boss;Machine 2;0;0;1;0;1;0;Krabs;43;0;86;0;5
15;C;2025-01-01 10:12:40;start;150;1;Ed;Boss;Machine 2;0;0;1;0;1;0;Krabs;43;0;86;0;5
16;C;2025-01-01 10:12:42;complete;151;10;Eddy;Employee;Machine 1;51;3;7;7;0;0;Sandy;61;61;89;57;3
16;C;2025-01-01 10:12:33;start;151;10;Eddy;Employee;Machine 1;51;3;7;7;0;0;Sandy;61;61;89;57;3
16;C;2025-01-01 10:12:42;start;152;19;Ed;Boss;Machine 1;0;12;7;6;1;0;Sandy;61;61;89;57;3
16;C;2025-01-01 10:12:47;complete;152;19;Ed;Boss;Machine 1;0;12;7;6;1;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:12:49;start;153;12;Edd;Employee;Machine 2;81;8;4;1;3;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:12:51;complete;153;12;Edd;Employee;Machine 2;81;8;4;1;3;0;Sandy;61;61;89;57;3
16;B;2025-01-01 10:12:59;start;154;18;Eddy;Employee;Machine 1;0;12;6;0;6;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:03;start;155;16;Eddy;Employee;Machine 2;0;2;14;10;4;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:08;complete;155;16;Eddy;Employee;Machine 2;0;2;14;10;4;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:09;complete;156;20;Edd;Employee;Machine 1;89;14;6;5;1;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:04;start;156;20;Edd;Employee;Machine 1;89;14;6;5;1;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:09;complete;157;8;Eddy;Employee;Machine 2;0;3;5;2;3;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:06;start;157;8;Eddy;Employee;Machine 2;0;3;5;2;3;0;Sandy;61;61;89;57;3
16;B;2025-01-01 10:13:18;start;158;2;Edd;Employee;Machine 2;0;2;0;0;0;0;Sandy;61;61;89;57;3
16;B;2025-01-01 10:13:25;complete;158;2;Edd;Employee;Machine 2;0;2;0;0;0;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:20;start;159;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:29;complete;159;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Sandy;61;61;89;57;3
16;D;2025-01-01 10:13:21;complete;160;20;Ed;Boss;Machine 1;0;2;18;12;6;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:22;complete;161;17;Edd;Employee;Machine 2;37;3;14;0;14;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:17;start;161;17;Edd;Employee;Machine 2;37;3;14;0;14;0;Sandy;61;61;89;57;3
16;B;2025-01-01 10:13:23;start;162;10;Edd;Employee;Machine 1;0;10;0;0;0;0;Sandy;61;61;89;57;3
16;B;2025-01-01 10:13:28;complete;162;10;Edd;Employee;Machine 1;0;10;0;0;0;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:32;start;163;6;Edd;Employee;Machine 2;75;3;3;1;2;0;Sandy;61;61;89;57;3
16;B;2025-01-01 10:13:41;complete;164;19;Edd;Employee;Machine 2;35;1;18;15;3;0;Sandy;61;61;89;57;3
16;B;2025-01-01 10:13:38;start;164;19;Edd;Employee;Machine 2;35;1;18;15;3;0;Sandy;61;61;89;57;3
16;B;2025-01-01 10:13:42;complete;165;2;Ed;Boss;Machine 1;0;2;0;0;0;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:44;complete;166;1;Eddy;Employee;Machine 1;0;0;1;1;0;0;Sandy;61;61;89;57;3
16;A;2025-01-01 10:13:35;start;166;1;Eddy;Employee;Machine 1;0;0;1;1;0;0;Sandy;61;61;89;57;3
17;B;2025-01-01 10:13:52;start;167;3;Edd;Employee;Machine 2;0;0;3;1;2;0;Bob;0;63;0;78;1
17;A;2025-01-01 10:13:58;start;168;7;Eddy;Employee;Machine 2;5;0;7;0;7;0;Bob;0;63;0;78;1
17;A;2025-01-01 10:14:04;complete;168;7;Eddy;Employee;Machine 2;5;0;7;0;7;0;Bob;0;63;0;78;1
17;A;2025-01-01 10:14:04;start;169;12;Edd;Employee;Machine 1;100;11;1;1;0;0;Bob;0;63;0;78;1
17;A;2025-01-01 10:14:11;complete;169;12;Edd;Employee;Machine 1;100;11;1;1;0;0;Bob;0;63;0;78;1
17;A;2025-01-01 10:14:13;complete;170;1;Ed;Boss;Machine 1;9;1;0;0;0;0;Bob;0;63;0;78;1
17;A;2025-01-01 10:14:12;start;170;1;Ed;Boss;Machine 1;9;1;0;0;0;0;Bob;0;63;0;78;1
17;A;2025-01-01 10:14:14;start;171;19;Eddy;Employee;Machine 2;0;0;19;9;10;0;Bob;0;63;0;78;1
17;A;2025-01-01 10:14:20;complete;171;19;Eddy;Employee;Machine 2;0;0;19;9;10;0;Bob;0;63;0;78;1
17;C;2025-01-01 10:14:23;start;172;2;Eddy;Employee;Machine 2;0;0;2;0;2;0;Bob;0;63;0;78;1
17;C;2025-01-01 10:14:23;complete;172;2;Eddy;Employee;Machine 2;0;0;2;0;2;0;Bob;0;63;0;78;1
17;C;2025-01-01 10:14:24;complete;173;0;Eddy;Employee;Machine 2;28;0;0;0;0;0;Bob;0;63;0;78;1
17;C;2025-01-01 10:14:21;start;173;0;Eddy;Employee;Machine 2;28;0;0;0;0;0;Bob;0;63;0;78;1
17;A;2025-01-01 10:14:27;start;174;11;Eddy;Employee;Machine 2;0;4;7;7;0;0;Bob;0;63;0;78;1
17;A;2025-01-01 10:14:27;complete;174;11;Eddy;Employee;Machine 2;0;4;7;7;0;0;Bob;0;63;0;78;1
17;D;2025-01-01 10:14:27;start;175;16;Edd;Employee;Machine 1;66;15;1;1;0;0;Bob;0;63;0;78;1
17;D;2025-01-01 10:14:34;complete;175;16;Edd;Employee;Machine 1;66;15;1;1;0;0;Bob;0;63;0;78;1
17;B;2025-01-01 10:14:33;start;176;2;Eddy;Employee;Machine 1;78;0;2;1;1;0;Bob;0;63;0;78;1
17;B;2025-01-01 10:14:41;complete;176;2;Eddy;Employee;Machine 1;78;0;2;1;1;0;Bob;0;63;0;78;1
17;A;2025-01-01 10:14:39;start;177;12;Ed;Boss;Machine 1;0;12;0;0;0;0;Bob;0;63;0;78;1
18;A;2025-01-01 10:14:49;start;178;6;Edd;Employee;Machine 1;63;5;1;0;1;0;Gary;31;0;0;0;4
18;C;2025-01-01 10:14:57;start;179;13;Eddy;Employee;Machine 2;63;4;9;6;3;0;Gary;31;0;0;0;4
18;C;2025-01-01 10:14:57;complete;179;13;Eddy;Employee;Machine 2;63;4;9;6;3;0;Gary;31;0;0;0;4
18;A;2025-01-01 10:15:03;start;180;20;Eddy;Employee;Machine 1;0;4;16;12;4;0;Gary;31;0;0;0;4
18;A;2025-01-01 10:15:09;complete;180;20;Eddy;Employee;Machine 1;0;4;16;12;4;0;Gary;31;0;0;0;4
18;B;2025-01-01 10:15:07;start;181;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Gary;31;0;0;0;4
18;B;2025-01-01 10:15:11;complete;181;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Gary;31;0;0;0;4
18;B;2025-01-01 10:15:15;start;182;0;Ed;Boss;Machine 1;85;0;0;0;0;0;Gary;31;0;0;0;4
18;B;2025-01-01 10:15:20;complete;182;0;Ed;Boss;Machine 1;85;0;0;0;0;0;Gary;31;0;0;0;4
18;A;2025-01-01 10:15:18;complete;183;0;Ed;Boss;Machine 1;93;0;0;0;0;0;Gary;31;0;0;0;4
18;A;2025-01-01 10:15:13;start;183;0;Ed;Boss;Machine 1;93;0;0;0;0;0;Gary;31;0;0;0;4
18;B;2025-01-01 10:15:26;start;184;14;Ed;Boss;Machine 1;77;2;12;11;1;0;Gary;31;0;0;0;4
19;B;2025-01-01 10:15:31;start;185;14;Eddy;Employee;Machine 2;0;10;4;2;2;0;Bob;100;0;0;28;5
19;B;2025-01-01 10:15:40;complete;185;14;Eddy;Employee;Machine 2;0;10;4;2;2;0;Bob;100;0;0;28;5
19;A;2025-01-01 10:15:33;start;186;8;Edd;Employee;Machine 1;0;8;0;0;0;0;Bob;100;0;0;28;5
19;A;2025-01-01 10:15:35;complete;186;8;Edd;Employee;Machine 1;0;8;0;0;0;0;Bob;100;0;0;28;5
19;B;2025-01-01 10:15:42;start;187;12;Eddy;Employee;Machine 2;0;2;10;3;7;0;Bob;100;0;0;28;5
19;B;2025-01-01 10:15:47;complete;187;12;Eddy;Employee;Machine 2;0;2;10;3;7;0;Bob;100;0;0;28;5
19;A;2025-01-01 10:15:43;complete;188;11;Eddy;Employee;Machine 1;0;5;6;0;6;0;Bob;100;0;0;28;5
19;A;2025-01-01 10:15:52;complete;189;3;Edd;Employee;Machine 1;0;1;2;1;1;0;Bob;100;0;0;28;5
19;A;2025-01-01 10:16:00;start;190;15;Edd;Employee;Machine 1;0;12;3;0;3;0;Bob;100;0;0;28;5
19;A;2025-01-01 10:16:04;complete;190;15;Edd;Employee;Machine 1;0;12;3;0;3;0;Bob;100;0;0;28;5
19;C;2025-01-01 10:16:07;start;191;7;Eddy;Employee;Machine 1;0;6;1;0;1;0;Bob;100;0;0;28;5
19;C;2025-01-01 10:16:13;complete;191;7;Eddy;Employee;Machine 1;0;6;1;0;1;0;Bob;100;0;0;28;5
19;A;2025-01-01 10:16:08;start;192;15;Eddy;Employee;Machine 1;58;0;15;10;5;0;Bob;100;0;0;28;5
19;A;2025-01-01 10:16:15;start;193;0;Ed;Boss;Machine 1;0;0;0;0;0;0;Bob;100;0;0;28;5
19;A;2025-01-01 10:16:19;complete;193;0;Ed;Boss;Machine 1;0;0;0;0;0;0;Bob;100;0;0;28;5
