case:concept:name;concept:name;time:timestamp;lifecycle:transition;cost:total;human_resource;org:role;org:resource;outcome_unit;cost:fixed;cost:variable;cost:labor;cost:inventory;unsuccessful_outcome_unit;client;cost:maintenance;cost:missed_deadline;cost:transportation;cost:warehousing;quality
18;A;2025-01-01 10:19:12;complete;15;Edd;Employee;Machine 1;46;10;5;5;0;0;Patrick;0;0;49;17;5
18;C;2025-01-01 10:19:19;complete;17;Edd;Employee;Machine 1;0;1;16;5;11;0;Patrick;0;0;49;17;5
18;A;2025-01-01 10:19:28;complete;0;Ed;Boss;Machine 1;33;0;0;0;0;0;Patrick;0;0;49;17;5
18;A;2025-01-01 10:19:37;complete;2;Edd;Employee;Machine 1;45;2;0;0;0;0;Patrick;0;0;49;17;5
18;A;2025-01-01 10:19:38;complete;10;Ed;Boss;Machine 1;0;4;6;3;3;0;Patrick;0;0;49;17;5
18;A;2025-01-01 10:19:38;start;0;Ed;Boss;Machine 2;69;0;0;0;0;69;Patrick;0;0;49;17;5
18;C;2025-01-01 10:19:41;start;13;Eddy;Employee;Machine 1;0;11;2;2;0;0;Patrick;0;0;49;17;5
18;A;2025-01-01 10:19:47;start;8;Eddy;Employee;Machine 2;96;7;1;0;1;0;Patrick;0;0;49;17;5
18;D;2025-01-01 10:19:55;complete;0;Edd;Employee;Machine 1;0;0;0;0;0;0;Patrick;0;0;49;17;5
19;A;2025-01-01 10:20:04;start;8;Eddy;Employee;Machine 2;0;8;0;0;0;0;Squidward;67;49;18;65;5
19;C;2025-01-01 10:20:08;start;14;Ed;Boss;Machine 2;0;6;8;3;5;0;Squidward;67;49;18;65;5
19;D;2025-01-01 10:20:08;complete;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Squidward;67;49;18;65;5
19;A;2025-01-01 10:20:15;complete;0;Edd;Employee;Machine 2;93;0;0;0;0;0;Squidward;67;49;18;65;5
19;A;2025-01-01 10:20:15;start;15;Ed;Boss;Machine 2;0;11;4;0;4;0;Squidward;67;49;18;65;5
19;B;2025-01-01 10:20:21;start;4;Edd;Employee;Machine 2;97;1;3;1;2;0;Squidward;67;49;18;65;5
19;D;2025-01-01 10:20:23;complete;0;Edd;Employee;Machine 1;0;0;0;0;0;0;Squidward;67;49;18;65;5
19;A;2025-01-01 10:20:28;start;16;Edd;Employee;Machine 2;0;8;8;2;6;0;Squidward;67;49;18;65;5
19;A;2025-01-01 10:20:33;complete;3;Ed;Boss;Machine 2;84;3;0;0;0;65;Squidward;67;49;18;65;5
19;C;2025-01-01 10:20:34;start;0;Ed;Boss;Machine 1;0;0;0;0;0;0;Squidward;67;49;18;65;5
19;B;2025-01-01 10:20:39;complete;10;Eddy;Employee;Machine 1;0;1;9;9;0;0;Squidward;67;49;18;65;5
19;B;2025-01-01 10:20:45;complete;0;Eddy;Employee;Machine 2;0;0;0;0;0;0;Squidward;67;49;18;65;5
