case:concept:name,concept:name,time:timestamp,human_resource,org:role,client,lifecycle:transition,concept:instance
Case 2497,Take in charge ticket,2012-07-19 06:56:32,Value 6,Value 2,Value 92,complete,i_147
Case 2497,Resolve ticket,2012-07-19 07:14:42,Value 6,Value 2,Value 92,start,i_148
Case 2497,Resolve ticket,2012-07-19 07:14:42,Value 6,Value 2,Value 92,complete,i_148
Case 2497,Closed,2012-09-01 08:14:31,Value 5,Value 2,Value 92,start,i_149
Case 2497,Closed,2012-09-01 08:14:31,Value 5,Value 2,Value 92,complete,i_149
Case 2499,Assign seriousness,2013-01-16 10:19:36,Value 1,Value 1,Value 106,start,i_150
Case 2499,Assign seriousness,2013-01-16 10:19:36,Value 1,Value 1,Value 106,complete,i_150
Case 2499,Take in charge ticket,2013-01-21 08:10:58,Value 1,Value 1,Value 106,start,i_151
Case 2499,Take in charge ticket,2013-01-21 08:10:58,Value 1,Value 1,Value 106,complete,i_151
Case 2499,Wait,2013-01-21 09:57:09,Value 1,Value 1,Value 106,start,i_152
Case 2499,Wait,2013-01-21 09:57:09,Value 1,Value 1,Value 106,complete,i_152
Case 2499,Resolve ticket,2013-02-04 16:34:44,Value 1,Value 1,Value 106,start,i_153
Case 2499,Resolve ticket,2013-02-04 16:34:44,Value 1,Value 1,Value 106,complete,i_153
Case 2499,Closed,2013-02-19 16:34:57,Value 3,Value 1,Value 106,start,i_154
Case 2499,Closed,2013-02-19 16:34:57,Value 3,Value 1,Value 106,complete,i_154
Case 253,Assign seriousness,2012-10-01 15:49:38,Value 2,Value 1,Value 125,start,i_155
Case 253,Assign seriousness,2012-10-01 15:49:38,Value 2,Value 1,Value 125,complete,i_155
Case 253,Take in charge ticket,2012-10-01 15:51:03,Value 3,Value 1,Value 125,start,i_156
Case 253,Take in charge ticket,2012-10-01 15:51:03,Value 3,Value 1,Value 125,complete,i_156
Case 253,Resolve ticket,2012-10-22 14:13:31,Value 13,Value 1,Value 125,start,i_157
Case 253,Resolve ticket,2012-10-22 14:13:31,Value 13,Value 1,Value 125,complete,i_157
Case 253,Closed,2012-11-06 15:13:45,Value 3,Value 1,Value 125,start,i_158
Case 253,Closed,2012-11-06 15:13:45,Value 3,Value 1,Value 125,complete,i_158
Case 2589,Assign seriousness,2011-02-03 12:00:23,Value 8,Value 1,Value 272,start,i_159
Case 2589,Assign seriousness,2011-02-03 12:00:23,Value 8,Value 1,Value 272,complete,i_159
Case 2589,Take in charge ticket,2011-02-15 13:16:00,Value 8,Value 1,Value 272,start,i_160
Case 2589,Take in charge ticket,2011-02-15 13:16:00,Value 8,Value 1,Value 272,complete,i_160
Case 2589,Wait,2011-02-21 08:35:05,Value 9,Value 1,Value 272,start,i_161
Case 2589,Wait,2011-02-21 08:35:05,Value 9,Value 1,Value 272,complete,i_161
Case 2589,Take in charge ticket,2011-02-21 10:35:14,Value 9,Value 1,Value 272,start,i_162
Case 2589,Take in charge ticket,2011-02-21 10:35:14,Value 9,Value 1,Value 272,complete,i_162
Case 2589,Resolve ticket,2011-02-21 10:35:27,Value 9,Value 1,Value 272,start,i_163
Case 2589,Resolve ticket,2011-02-21 10:35:27,Value 9,Value 1,Value 272,complete,i_163
Case 2589,Closed,2011-03-08 10:35:40,Value 5,Value 1,Value 272,start,i_164
Case 2589,Closed,2011-03-08 10:35:40,Value 5,Value 1,Value 272,complete,i_164
Case 2597,Assign seriousness,2011-04-19 14:21:57,Value 8,Value 1,Value 49,start,i_165
Case 2597,Assign seriousness,2011-04-19 14:21:57,Value 8,Value 1,Value 49,complete,i_165
Case 2597,Wait,2011-04-19 14:22:13,Value 8,Value 1,Value 49,start,i_166
Case 2597,Wait,2011-04-19 14:22:13,Value 8,Value 1,Value 49,complete,i_166
Case 2597,Take in charge ticket,2011-04-20 08:53:31,Value 8,Value 1,Value 49,start,i_167
Case 2597,Take in charge ticket,2011-04-20 08:53:31,Value 8,Value 1,Value 49,complete,i_167
Case 2597,Resolve ticket,2011-04-20 08:53:41,Value 8,Value 1,Value 49,start,i_168
Case 2597,Resolve ticket,2011-04-20 08:53:41,Value 8,Value 1,Value 49,complete,i_168
Case 2597,Resolve ticket,2011-04-20 14:24:20,Value 2,Value 1,Value 49,start,i_169
Case 2597,Resolve ticket,2011-04-20 14:24:20,Value 2,Value 1,Value 49,complete,i_169
Case 2597,Closed,2011-06-05 09:00:42,Value 5,Value 1,Value 49,start,i_170
Case 2597,Closed,2011-06-05 09:00:42,Value 5,Value 1,Value 49,complete,i_170
Case 2601,Assign seriousness,2011-09-28 14:22:51,Value 1,Value 1,Value 169,start,i_171
Case 2601,Assign seriousness,2011-09-28 14:22:51,Value 1,Value 1,Value 169,complete,i_171
Case 2601,Take in charge ticket,2011-09-28 14:40:13,Value 13,Value 1,Value 169,start,i_172
Case 2601,Take in charge ticket,2011-09-28 14:40:13,Value 13,Value 1,Value 169,complete,i_172
Case 2601,Resolve ticket,2011-09-28 15:03:50,Value 13,Value 1,Value 169,start,i_173
Case 2601,Resolve ticket,2011-09-28 15:03:50,Value 13,Value 1,Value 169,complete,i_173
Case 2601,Closed,2011-11-17 15:32:06,Value 5,Value 1,Value 169,start,i_174
Case 2601,Closed,2011-11-17 15:32:06,Value 5,Value 1,Value 169,complete,i_174
Case 2681,Assign seriousness,2012-11-20 09:03:31,Value 1,Value 1,Value 64,start,i_175
Case 2681,Assign seriousness,2012-11-20 09:03:31,Value 1,Value 1,Value 64,complete,i_175
Case 2681,Take in charge ticket,2012-11-26 16:42:03,Value 2,Value 1,Value 64,start,i_176
Case 2681,Take in charge ticket,2012-11-26 16:42:03,Value 2,Value 1,Value 64,complete,i_176
Case 2681,Wait,2012-11-30 09:01:50,Value 2,Value 1,Value 64,start,i_177
Case 2681,Wait,2012-11-30 09:01:50,Value 2,Value 1,Value 64,complete,i_177
Case 2681,Resolve ticket,2012-12-07 16:04:33,Value 2,Value 1,Value 64,start,i_178
Case 2681,Resolve ticket,2012-12-07 16:04:33,Value 2,Value 1,Value 64,complete,i_178
Case 2681,Closed,2012-12-22 16:04:55,Value 3,Value 1,Value 64,start,i_179
Case 2681,Closed,2012-12-22 16:04:55,Value 3,Value 1,Value 64,complete,i_179
Case 2711,Assign seriousness,2012-04-03 09:39:47,Value 4,Value 1,Value 16,start,i_180
Case 2711,Assign seriousness,2012-04-03 09:39:47,Value 4,Value 1,Value 16,complete,i_180
Case 2711,Take in charge ticket,2012-04-03 16:05:33,Value 9,Value 1,Value 16,start,i_181
Case 2711,Take in charge ticket,2012-04-03 16:05:33,Value 9,Value 1,Value 16,complete,i_181
Case 2711,Resolve ticket,2012-04-10 10:25:09,Value 2,Value 1,Value 16,start,i_182
Case 2711,Resolve ticket,2012-04-10 10:25:09,Value 2,Value 1,Value 16,complete,i_182
Case 2711,Closed,2012-05-04 09:40:19,Value 5,Value 1,Value 16,start,i_183
Case 2711,Closed,2012-05-04 09:40:19,Value 5,Value 1,Value 16,complete,i_183
Case 2831,Assign seriousness,2012-02-28 16:03:49,Value 9,Value 2,Value 92,start,i_184
Case 2831,Assign seriousness,2012-02-28 16:03:49,Value 9,Value 2,Value 92,complete,i_184
Case 2831,Take in charge ticket,2012-02-28 17:16:36,Value 12,Value 2,Value 92,start,i_185
Case 2831,Take in charge ticket,2012-02-28 17:16:36,Value 12,Value 2,Value 92,complete,i_185
Case 2831,Resolve ticket,2012-02-28 17:20:30,Value 12,Value 2,Value 92,start,i_186
Case 2831,Resolve ticket,2012-02-28 17:20:30,Value 12,Value 2,Value 92,complete,i_186
Case 2831,Closed,2012-04-27 15:10:31,Value 5,Value 2,Value 92,start,i_187
Case 2831,Closed,2012-04-27 15:10:31,Value 5,Value 2,Value 92,complete,i_187
Case 2851,Assign seriousness,2013-02-11 10:53:09,Value 4,Value 1,Value 97,start,i_188
Case 2851,Assign seriousness,2013-02-11 10:53:09,Value 4,Value 1,Value 97,complete,i_188
Case 2851,Take in charge ticket,2013-03-14 14:45:36,Value 2,Value 1,Value 97,start,i_189
Case 2851,Take in charge ticket,2013-03-14 14:45:36,Value 2,Value 1,Value 97,complete,i_189
Case 2851,Resolve ticket,2013-03-18 10:23:57,Value 1,Value 1,Value 97,start,i_190
Case 2851,Resolve ticket,2013-03-18 10:23:57,Value 1,Value 1,Value 97,complete,i_190
Case 2851,Closed,2013-04-02 09:24:09,Value 3,Value 1,Value 97,start,i_191
Case 2851,Closed,2013-04-02 09:24:09,Value 3,Value 1,Value 97,complete,i_191
Case 2938,Assign seriousness,2010-10-21 12:09:07,Value 9,Value 1,Value 22,start,i_192
Case 2938,Assign seriousness,2010-10-21 12:09:07,Value 9,Value 1,Value 22,complete,i_192
Case 2938,Take in charge ticket,2010-10-27 10:25:10,Value 2,Value 1,Value 22,start,i_193
Case 2938,Take in charge ticket,2010-10-27 10:25:10,Value 2,Value 1,Value 22,complete,i_193
Case 2938,Resolve ticket,2010-10-27 10:49:14,Value 2,Value 1,Value 22,start,i_194
Case 2938,Resolve ticket,2010-10-27 10:49:14,Value 2,Value 1,Value 22,complete,i_194
Case 2938,Closed,2010-12-05 13:10:52,Value 5,Value 1,Value 22,start,i_195
Case 2938,Closed,2010-12-05 13:10:52,Value 5,Value 1,Value 22,complete,i_195
Case 2949,Assign seriousness,2012-10-17 10:52:27,Value 1,Value 1,Value 14,start,i_196
Case 2949,Assign seriousness,2012-10-17 10:52:27,Value 1,Value 1,Value 14,complete,i_196
Case 2949,Take in charge ticket,2012-10-30 16:14:27,Value 2,Value 1,Value 14,start,i_197
Case 2949,Take in charge ticket,2012-10-30 16:14:27,Value 2,Value 1,Value 14,complete,i_197
Case 2949,Wait,2012-10-31 13:43:45,Value 9,Value 1,Value 14,start,i_198
Case 2949,Wait,2012-10-31 13:43:45,Value 9,Value 1,Value 14,complete,i_198
Case 2949,Resolve ticket,2012-11-05 11:04:01,Value 9,Value 1,Value 14,start,i_199
Case 2949,Resolve ticket,2012-11-05 11:04:01,Value 9,Value 1,Value 14,complete,i_199
Case 2949,Closed,2012-11-20 11:04:19,Value 3,Value 1,Value 14,start,i_200
Case 2949,Closed,2012-11-20 11:04:19,Value 3,Value 1,Value 14,complete,i_200
Case 2950,Assign seriousness,2011-04-28 13:07:18,Value 8,Value 1,Value 107,start,i_201
Case 2950,Assign seriousness,2011-04-28 13:07:18,Value 8,Value 1,Value 107,complete,i_201
Case 2950,Take in charge ticket,2011-04-28 13:10:09,Value 2,Value 1,Value 107,start,i_202
Case 2950,Take in charge ticket,2011-04-28 13:10:09,Value 2,Value 1,Value 107,complete,i_202
Case 2950,Resolve ticket,2011-04-28 14:26:29,Value 7,Value 1,Value 107,start,i_203
Case 2950,Resolve ticket,2011-04-28 14:26:29,Value 7,Value 1,Value 107,complete,i_203
Case 2950,Closed,2011-06-11 13:10:43,Value 5,Value 1,Value 107,start,i_204
Case 2950,Closed,2011-06-11 13:10:43,Value 5,Value 1,Value 107,complete,i_204
Case 297,Assign seriousness,2010-07-15 10:44:37,Value 19,Value 1,Value 135,start,i_205
Case 297,Assign seriousness,2010-07-15 10:44:37,Value 19,Value 1,Value 135,complete,i_205
Case 297,Take in charge ticket,2010-07-15 12:54:40,Value 2,Value 1,Value 135,start,i_206
Case 297,Take in charge ticket,2010-07-15 12:54:40,Value 2,Value 1,Value 135,complete,i_206
Case 297,Resolve ticket,2010-07-15 13:10:18,Value 2,Value 1,Value 135,start,i_207
Case 297,Resolve ticket,2010-07-15 13:10:18,Value 2,Value 1,Value 135,complete,i_207
Case 297,Closed,2010-08-17 10:50:14,Value 5,Value 1,Value 135,start,i_208
Case 297,Closed,2010-08-17 10:50:14,Value 5,Value 1,Value 135,complete,i_208
Case 30,Assign seriousness,2011-01-21 09:47:20,Value 2,Value 1,Value 26,start,i_209
Case 30,Assign seriousness,2011-01-21 09:47:20,Value 2,Value 1,Value 26,complete,i_209
Case 30,Take in charge ticket,2011-02-07 09:19:45,Value 2,Value 1,Value 26,start,i_210
Case 30,Take in charge ticket,2011-02-07 09:19:45,Value 2,Value 1,Value 26,complete,i_210
Case 30,Resolve ticket,2011-02-10 09:01:20,Value 2,Value 1,Value 26,start,i_211
Case 30,Resolve ticket,2011-02-10 09:01:20,Value 2,Value 1,Value 26,complete,i_211
Case 30,Closed,2011-02-25 09:01:35,Value 5,Value 1,Value 26,start,i_212
Case 30,Closed,2011-02-25 09:01:35,Value 5,Value 1,Value 26,complete,i_212
Case 3106,Assign seriousness,2012-06-22 10:08:25,Value 13,Value 1,Value 29,start,i_213
Case 3106,Assign seriousness,2012-06-22 10:08:25,Value 13,Value 1,Value 29,complete,i_213
Case 3106,Take in charge ticket,2012-06-22 10:08:35,Value 13,Value 1,Value 29,start,i_214
Case 3106,Take in charge ticket,2012-06-22 10:08:35,Value 13,Value 1,Value 29,complete,i_214
Case 3106,Resolve ticket,2012-07-09 09:56:54,Value 9,Value 1,Value 29,start,i_215
Case 3106,Resolve ticket,2012-07-09 09:56:54,Value 9,Value 1,Value 29,complete,i_215
Case 3106,Resolve ticket,2012-07-09 09:56:55,Value 9,Value 1,Value 29,start,i_216
Case 3106,Resolve ticket,2012-07-09 09:56:55,Value 9,Value 1,Value 29,complete,i_216
Case 3106,Closed,2012-07-24 09:57:02,Value 5,Value 1,Value 29,start,i_217
Case 3106,Closed,2012-07-24 09:57:02,Value 5,Value 1,Value 29,complete,i_217
Case 3162,Assign seriousness,2011-10-13 14:00:17,Value 1,Value 2,Value 8,start,i_218
Case 3162,Assign seriousness,2011-10-13 14:00:17,Value 1,Value 2,Value 8,complete,i_218
Case 3162,Resolve ticket,2011-10-17 08:37:19,Value 16,Value 2,Value 8,start,i_219
Case 3162,Resolve ticket,2011-10-17 08:37:19,Value 16,Value 2,Value 8,complete,i_219
Case 3162,Closed,2011-11-26 15:10:34,Value 5,Value 2,Value 8,start,i_220
Case 3162,Closed,2011-11-26 15:10:34,Value 5,Value 2,Value 8,complete,i_220
Case 3169,Assign seriousness,2011-10-04 12:51:45,Value 1,Value 4,Value 133,start,i_221
Case 3169,Assign seriousness,2011-10-04 12:51:45,Value 1,Value 4,Value 133,complete,i_221
Case 3169,Take in charge ticket,2011-10-04 13:09:08,Value 17,Value 4,Value 133,start,i_222
Case 3169,Take in charge ticket,2011-10-04 13:09:08,Value 17,Value 4,Value 133,complete,i_222
Case 3169,Resolve ticket,2011-10-04 13:43:46,Value 17,Value 4,Value 133,start,i_223
Case 3169,Resolve ticket,2011-10-04 13:43:46,Value 17,Value 4,Value 133,complete,i_223
Case 3169,Closed,2011-11-17 14:00:35,Value 5,Value 4,Value 133,start,i_224
Case 3169,Closed,2011-11-17 14:00:35,Value 5,Value 4,Value 133,complete,i_224
Case 3238,Assign seriousness,2010-02-10 08:42:57,Value 2,Value 1,Value 22,start,i_225
Case 3238,Assign seriousness,2010-02-10 08:42:57,Value 2,Value 1,Value 22,complete,i_225
Case 3238,Take in charge ticket,2010-02-16 11:50:53,Value 2,Value 1,Value 22,start,i_226
Case 3238,Take in charge ticket,2010-02-16 11:50:53,Value 2,Value 1,Value 22,complete,i_226
Case 3238,Wait,2010-02-16 11:50:57,Value 2,Value 1,Value 22,start,i_227
Case 3238,Wait,2010-02-16 11:50:57,Value 2,Value 1,Value 22,complete,i_227
Case 3238,Take in charge ticket,2010-03-16 08:51:00,Value 2,Value 1,Value 22,start,i_228
Case 3238,Take in charge ticket,2010-03-16 08:51:00,Value 2,Value 1,Value 22,complete,i_228
Case 3238,Resolve ticket,2010-03-16 08:51:06,Value 2,Value 1,Value 22,start,i_229
Case 3238,Resolve ticket,2010-03-16 08:51:06,Value 2,Value 1,Value 22,complete,i_229
Case 3238,Closed,2010-03-31 07:51:20,Value 5,Value 1,Value 22,start,i_230
Case 3238,Closed,2010-03-31 07:51:20,Value 5,Value 1,Value 22,start,i_231
Case 3238,Closed,2010-03-31 07:51:20,Value 5,Value 1,Value 22,complete,i_230
Case 3238,Closed,2010-03-31 07:51:20,Value 5,Value 1,Value 22,complete,i_231
Case 3258,Assign seriousness,2012-01-19 16:22:25,Value 9,Value 1,Value 253,start,i_232
Case 3258,Assign seriousness,2012-01-19 16:22:25,Value 9,Value 1,Value 253,complete,i_232
Case 3258,Resolve ticket,2012-01-19 16:22:42,Value 9,Value 1,Value 253,start,i_233
Case 3258,Resolve ticket,2012-01-19 16:22:42,Value 9,Value 1,Value 253,complete,i_233
Case 3258,Closed,2012-02-21 16:30:30,Value 5,Value 1,Value 253,start,i_234
Case 3258,Closed,2012-02-21 16:30:30,Value 5,Value 1,Value 253,complete,i_234
Case 3290,Assign seriousness,2012-06-28 13:37:57,Value 1,Value 1,Value 113,start,i_235
Case 3290,Assign seriousness,2012-06-28 13:37:57,Value 1,Value 1,Value 113,complete,i_235
Case 3290,Take in charge ticket,2012-06-29 12:57:21,Value 9,Value 1,Value 113,start,i_236
Case 3290,Take in charge ticket,2012-06-29 12:57:21,Value 9,Value 1,Value 113,complete,i_236
Case 3290,Resolve ticket,2012-06-29 13:31:10,Value 9,Value 1,Value 113,start,i_237
Case 3290,Resolve ticket,2012-06-29 13:31:10,Value 9,Value 1,Value 113,complete,i_237
Case 3290,Closed,2012-08-15 13:40:24,Value 5,Value 1,Value 113,start,i_238
Case 3290,Closed,2012-08-15 13:40:24,Value 5,Value 1,Value 113,complete,i_238
Case 3312,Assign seriousness,2010-11-22 11:36:12,Value 9,Value 1,Value 81,start,i_239
Case 3312,Assign seriousness,2010-11-22 11:36:12,Value 9,Value 1,Value 81,complete,i_239
Case 3312,Take in charge ticket,2010-11-22 11:36:28,Value 9,Value 1,Value 81,start,i_240
Case 3312,Take in charge ticket,2010-11-22 11:36:28,Value 9,Value 1,Value 81,complete,i_240
Case 3312,Resolve ticket,2010-11-22 13:57:49,Value 9,Value 1,Value 81,start,i_241
Case 3312,Resolve ticket,2010-11-22 13:57:49,Value 9,Value 1,Value 81,complete,i_241
Case 3312,Closed,2011-01-05 11:40:25,Value 5,Value 1,Value 81,start,i_242
Case 3312,Closed,2011-01-05 11:40:25,Value 5,Value 1,Value 81,complete,i_242
Case 3324,Assign seriousness,2013-04-24 08:58:31,Value 14,Value 1,Value 22,start,i_243
Case 3324,Assign seriousness,2013-04-24 08:58:31,Value 14,Value 1,Value 22,complete,i_243
Case 3324,Take in charge ticket,2013-05-09 07:36:43,Value 2,Value 1,Value 22,start,i_244
Case 3324,Take in charge ticket,2013-05-09 07:36:43,Value 2,Value 1,Value 22,complete,i_244
Case 3324,Wait,2013-05-09 08:38:52,Value 4,Value 1,Value 22,start,i_245
Case 3324,Wait,2013-05-09 08:38:52,Value 4,Value 1,Value 22,complete,i_245
Case 3324,Resolve ticket,2013-05-16 15:57:59,Value 4,Value 1,Value 22,start,i_246
Case 3324,Resolve ticket,2013-05-16 15:57:59,Value 4,Value 1,Value 22,complete,i_246
Case 3324,Closed,2013-05-31 15:58:12,Value 3,Value 1,Value 22,start,i_247
Case 3324,Closed,2013-05-31 15:58:12,Value 3,Value 1,Value 22,complete,i_247
Case 3340,Assign seriousness,2010-10-26 15:52:44,Value 7,Value 2,Value 8,start,i_248
Case 3340,Assign seriousness,2010-10-26 15:52:44,Value 7,Value 2,Value 8,complete,i_248
Case 3340,Take in charge ticket,2010-10-27 12:42:02,Value 16,Value 2,Value 8,start,i_249
Case 3340,Take in charge ticket,2010-10-27 12:42:02,Value 16,Value 2,Value 8,complete,i_249
Case 3340,Resolve ticket,2010-10-27 13:23:12,Value 16,Value 2,Value 8,start,i_250
Case 3340,Resolve ticket,2010-10-27 13:23:12,Value 16,Value 2,Value 8,complete,i_250
Case 3340,Closed,2010-11-27 17:00:44,Value 5,Value 2,Value 8,start,i_251
Case 3340,Closed,2010-11-27 17:00:44,Value 5,Value 2,Value 8,complete,i_251
Case 3356,Assign seriousness,2010-12-06 15:50:40,Value 2,Value 1,Value 143,start,i_252
Case 3356,Assign seriousness,2010-12-06 15:50:40,Value 2,Value 1,Value 143,complete,i_252
Case 3356,Take in charge ticket,2010-12-06 15:51:04,Value 2,Value 1,Value 143,start,i_253
Case 3356,Take in charge ticket,2010-12-06 15:51:04,Value 2,Value 1,Value 143,complete,i_253
Case 3356,Resolve ticket,2010-12-07 10:29:39,Value 2,Value 1,Value 143,start,i_254
Case 3356,Resolve ticket,2010-12-07 10:29:39,Value 2,Value 1,Value 143,complete,i_254
Case 3356,Closed,2011-01-13 16:00:49,Value 5,Value 1,Value 143,start,i_255
Case 3356,Closed,2011-01-13 16:00:49,Value 5,Value 1,Value 143,complete,i_255
Case 3380,Assign seriousness,2011-10-07 07:11:30,Value 1,Value 1,Value 107,start,i_256
Case 3380,Assign seriousness,2011-10-07 07:11:30,Value 1,Value 1,Value 107,complete,i_256
Case 3380,Take in charge ticket,2011-10-07 07:11:59,Value 1,Value 1,Value 107,start,i_257
Case 3380,Take in charge ticket,2011-10-07 07:11:59,Value 1,Value 1,Value 107,complete,i_257
Case 3380,Resolve ticket,2011-10-07 08:10:14,Value 1,Value 1,Value 107,start,i_258
Case 3380,Resolve ticket,2011-10-07 08:10:14,Value 1,Value 1,Value 107,complete,i_258
Case 3380,Closed,2011-11-13 08:21:02,Value 5,Value 1,Value 107,start,i_259
Case 3380,Closed,2011-11-13 08:21:02,Value 5,Value 1,Value 107,complete,i_259
Case 3382,Assign seriousness,2013-02-05 16:56:48,Value 1,Value 1,Value 49,start,i_260
Case 3382,Assign seriousness,2013-02-05 16:56:48,Value 1,Value 1,Value 49,complete,i_260
Case 3382,Take in charge ticket,2013-02-07 09:07:20,Value 9,Value 1,Value 49,start,i_261
Case 3382,Take in charge ticket,2013-02-07 09:07:20,Value 9,Value 1,Value 49,complete,i_261
Case 3382,Resolve ticket,2013-03-01 09:18:57,Value 9,Value 1,Value 49,start,i_262
Case 3382,Resolve ticket,2013-03-01 09:18:57,Value 9,Value 1,Value 49,complete,i_262
Case 3382,Closed,2013-03-16 09:19:16,Value 3,Value 1,Value 49,start,i_263
Case 3382,Closed,2013-03-16 09:19:16,Value 3,Value 1,Value 49,complete,i_263
Case 34,Assign seriousness,2013-06-11 13:56:40,Value 14,Value 1,Value 29,start,i_264
Case 34,Assign seriousness,2013-06-11 13:56:40,Value 14,Value 1,Value 29,complete,i_264
Case 34,Take in charge ticket,2013-06-25 10:42:45,Value 14,Value 1,Value 29,start,i_265
Case 34,Take in charge ticket,2013-06-25 10:42:45,Value 14,Value 1,Value 29,complete,i_265
Case 34,Wait,2013-06-25 10:43:50,Value 14,Value 1,Value 29,start,i_266
Case 34,Wait,2013-06-25 10:43:50,Value 14,Value 1,Value 29,complete,i_266
Case 34,Wait,2013-06-26 13:27:04,Value 9,Value 1,Value 29,start,i_267
Case 34,Wait,2013-06-26 13:27:04,Value 9,Value 1,Value 29,complete,i_267
Case 34,Resolve ticket,2013-07-05 10:18:32,Value 9,Value 1,Value 29,start,i_268
Case 34,Resolve ticket,2013-07-05 10:18:32,Value 9,Value 1,Value 29,complete,i_268
Case 34,Closed,2013-07-20 10:18:42,Value 3,Value 1,Value 29,start,i_269
Case 34,Closed,2013-07-20 10:18:42,Value 3,Value 1,Value 29,complete,i_269
Case 3430,Assign seriousness,2012-05-09 07:06:33,Value 1,Value 1,Value 43,start,i_270
Case 3430,Assign seriousness,2012-05-09 07:06:33,Value 1,Value 1,Value 43,complete,i_270
Case 3430,Take in charge ticket,2012-05-09 07:15:34,Value 13,Value 1,Value 43,start,i_271
Case 3430,Take in charge ticket,2012-05-09 07:15:34,Value 13,Value 1,Value 43,complete,i_271
Case 3430,Resolve ticket,2012-05-11 13:51:10,Value 13,Value 1,Value 43,start,i_272
Case 3430,Resolve ticket,2012-05-11 13:51:10,Value 13,Value 1,Value 43,complete,i_272
Case 3430,Closed,2012-06-09 07:10:58,Value 5,Value 1,Value 43,start,i_273
Case 3430,Closed,2012-06-09 07:10:58,Value 5,Value 1,Value 43,complete,i_273
Case 3496,Assign seriousness,2011-11-17 09:41:06,Value 1,Value 2,Value 35,start,i_274
Case 3496,Assign seriousness,2011-11-17 09:41:06,Value 1,Value 2,Value 35,complete,i_274
Case 3496,Take in charge ticket,2011-11-18 09:29:24,Value 16,Value 2,Value 35,start,i_275
Case 3496,Take in charge ticket,2011-11-18 09:29:24,Value 16,Value 2,Value 35,complete,i_275
Case 3496,Resolve ticket,2011-11-23 13:24:08,Value 16,Value 2,Value 35,start,i_276
Case 3496,Resolve ticket,2011-11-23 13:24:08,Value 16,Value 2,Value 35,complete,i_276
Case 3496,Closed,2011-12-31 09:50:30,Value 5,Value 2,Value 35,start,i_277
Case 3496,Closed,2011-12-31 09:50:30,Value 5,Value 2,Value 35,complete,i_277
Case 351,Assign seriousness,2010-03-29 10:12:13,Value 2,Value 3,Value 108,start,i_278
Case 351,Assign seriousness,2010-03-29 10:12:13,Value 2,Value 3,Value 108,complete,i_278
Case 351,Take in charge ticket,2010-04-01 14:17:35,Value 2,Value 3,Value 108,start,i_279
Case 351,Take in charge ticket,2010-04-01 14:17:35,Value 2,Value 3,Value 108,complete,i_279
Case 351,Resolve ticket,2010-04-01 14:17:42,Value 2,Value 3,Value 108,start,i_280
Case 351,Resolve ticket,2010-04-01 14:17:42,Value 2,Value 3,Value 108,complete,i_280
Case 351,Closed,2010-05-27 10:20:52,Value 5,Value 3,Value 108,start,i_281
Case 351,Closed,2010-05-27 10:20:52,Value 5,Value 3,Value 108,complete,i_281
Case 3575,Assign seriousness,2011-03-22 09:40:25,Value 8,Value 1,Value 296,start,i_282
Case 3575,Assign seriousness,2011-03-22 09:40:25,Value 8,Value 1,Value 296,complete,i_282
Case 3575,Take in charge ticket,2011-03-22 09:41:13,Value 8,Value 1,Value 296,start,i_283
Case 3575,Take in charge ticket,2011-03-22 09:41:13,Value 8,Value 1,Value 296,complete,i_283
Case 3575,Resolve ticket,2011-03-29 13:40:45,Value 8,Value 1,Value 296,start,i_284
Case 3575,Resolve ticket,2011-03-29 13:40:45,Value 8,Value 1,Value 296,complete,i_284
Case 3575,Closed,2011-04-28 13:41:05,Value 5,Value 1,Value 296,start,i_285
Case 3575,Closed,2011-04-28 13:41:05,Value 5,Value 1,Value 296,complete,i_285
Case 3616,Assign seriousness,2010-11-24 17:09:11,Value 14,Value 1,Value 22,start,i_286
Case 3616,Assign seriousness,2010-11-24 17:09:11,Value 14,Value 1,Value 22,complete,i_286
Case 3616,Take in charge ticket,2010-11-29 16:47:11,Value 2,Value 1,Value 22,start,i_287
Case 3616,Take in charge ticket,2010-11-29 16:47:11,Value 2,Value 1,Value 22,complete,i_287
Case 3616,Create SW anomaly,2010-11-30 14:17:17,Value 2,Value 1,Value 22,start,i_288
Case 3616,Create SW anomaly,2010-11-30 14:17:17,Value 2,Value 1,Value 22,complete,i_288
Case 3616,Resolve ticket,2010-12-01 09:15:09,Value 2,Value 1,Value 22,start,i_289
Case 3616,Resolve ticket,2010-12-01 09:15:09,Value 2,Value 1,Value 22,complete,i_289
Case 3616,Closed,2010-12-31 09:15:34,Value 5,Value 1,Value 22,start,i_290
Case 3616,Closed,2010-12-31 09:15:34,Value 5,Value 1,Value 22,complete,i_290
Case 3714,Assign seriousness,2011-12-12 14:58:23,Value 1,Value 1,Value 174,start,i_291
Case 3714,Assign seriousness,2011-12-12 14:58:23,Value 1,Value 1,Value 174,complete,i_291
Case 3714,Take in charge ticket,2011-12-14 16:21:08,Value 2,Value 1,Value 174,start,i_292
Case 3714,Take in charge ticket,2011-12-14 16:21:08,Value 2,Value 1,Value 174,complete,i_292
Case 3714,Resolve ticket,2011-12-14 16:36:24,Value 2,Value 1,Value 174,start,i_293
Case 3714,Resolve ticket,2011-12-14 16:36:24,Value 2,Value 1,Value 174,complete,i_293
Case 3714,Closed,2012-01-25 15:01:06,Value 5,Value 1,Value 174,start,i_294
